,APXPrice,APXVolume,N2EXPrice,N2EXVolume,settlementDate,settlementPeriod
2016081743,49.61,935.850,0.00,0.000,2016-08-17,43
2016081744,41.13,883.300,0.00,0.000,2016-08-17,44
2016081745,39.46,923.850,0.00,0.000,2016-08-17,45
2016081746,36.66,1104.750,0.00,0.000,2016-08-17,46
2016081747,37.48,756.950,0.00,0.000,2016-08-17,47
2016081748,34.06,847.000,0.00,0.000,2016-08-17,48
2016081801,31.92,448.500,0.00,0.000,2016-08-18,1
2016081802,31.72,451.250,0.00,0.000,2016-08-18,2
2016081803,29.18,371.700,0.00,0.000,2016-08-18,3
2016081804,29.13,360.000,0.00,0.000,2016-08-18,4
2016081805,29.40,222.300,0.00,0.000,2016-08-18,5
2016081806,29.31,213.500,0.00,0.000,2016-08-18,6
2016081807,27.47,287.800,0.00,0.000,2016-08-18,7
2016081808,27.63,310.300,0.00,0.000,2016-08-18,8
2016081809,27.76,300.300,0.00,0.000,2016-08-18,9
2016081810,27.48,285.050,0.00,0.000,2016-08-18,10
2016081811,29.27,247.150,0.00,0.000,2016-08-18,11
2016081812,28.52,248.500,0.00,0.000,2016-08-18,12
2016081813,29.79,363.100,0.00,0.000,2016-08-18,13
2016081814,27.93,501.550,0.00,0.000,2016-08-18,14
2016081815,28.07,679.200,0.00,0.000,2016-08-18,15
2016081816,30.69,576.650,0.00,0.000,2016-08-18,16
2016081817,34.06,235.800,0.00,0.000,2016-08-18,17
2016081818,37.36,271.750,0.00,0.000,2016-08-18,18
2016081819,43.49,307.400,0.00,0.000,2016-08-18,19
2016081820,44.27,442.050,0.00,0.000,2016-08-18,20
2016081821,36.88,460.000,0.00,0.000,2016-08-18,21
2016081822,35.38,548.850,0.00,0.000,2016-08-18,22
2016081823,34.56,562.450,0.00,0.000,2016-08-18,23
2016081824,34.88,571.850,0.00,0.000,2016-08-18,24
2016081825,34.35,586.450,0.00,0.000,2016-08-18,25
2016081826,33.94,597.750,0.00,0.000,2016-08-18,26
2016081827,31.11,588.450,0.00,0.000,2016-08-18,27
2016081828,30.76,617.950,0.00,0.000,2016-08-18,28
2016081829,30.78,613.950,0.00,0.000,2016-08-18,29
2016081830,31.13,619.900,0.00,0.000,2016-08-18,30
2016081831,32.99,383.650,0.00,0.000,2016-08-18,31
2016081832,33.16,425.050,0.00,0.000,2016-08-18,32
2016081833,36.05,375.650,0.00,0.000,2016-08-18,33
2016081834,63.00,445.250,0.00,0.000,2016-08-18,34
2016081835,56.42,509.600,0.00,0.000,2016-08-18,35
2016081836,58.77,640.050,0.00,0.000,2016-08-18,36
2016081837,58.63,719.300,0.00,0.000,2016-08-18,37
2016081838,56.32,778.450,0.00,0.000,2016-08-18,38
2016081839,46.21,792.550,0.00,0.000,2016-08-18,39
2016081840,42.37,600.750,0.00,0.000,2016-08-18,40
2016081841,39.23,601.650,0.00,0.000,2016-08-18,41
2016081842,43.00,655.300,0.00,0.000,2016-08-18,42
2016081843,46.65,798.550,0.00,0.000,2016-08-18,43
2016081844,36.58,465.650,0.00,0.000,2016-08-18,44
2016081845,34.70,725.550,0.00,0.000,2016-08-18,45
2016081846,32.97,1004.900,0.00,0.000,2016-08-18,46
2016081847,35.43,386.200,0.00,0.000,2016-08-18,47
2016081848,28.66,367.500,0.00,0.000,2016-08-18,48
2016081901,27.66,363.400,0.00,0.000,2016-08-19,1
2016081902,24.77,316.900,0.00,0.000,2016-08-19,2
2016081903,25.51,190.000,0.00,0.000,2016-08-19,3
2016081904,25.35,222.050,0.00,0.000,2016-08-19,4
2016081905,24.69,231.900,0.00,0.000,2016-08-19,5
2016081906,24.53,202.100,0.00,0.000,2016-08-19,6
2016081907,25.17,192.000,0.00,0.000,2016-08-19,7
2016081908,24.93,213.850,0.00,0.000,2016-08-19,8
2016081909,25.24,191.550,0.00,0.000,2016-08-19,9
2016081910,24.06,277.300,0.00,0.000,2016-08-19,10
2016081911,24.76,149.550,0.00,0.000,2016-08-19,11
2016081912,25.24,337.950,0.00,0.000,2016-08-19,12
2016081913,27.78,304.500,0.00,0.000,2016-08-19,13
2016081914,28.23,421.400,0.00,0.000,2016-08-19,14
2016081915,24.31,320.200,0.00,0.000,2016-08-19,15
2016081916,28.34,350.400,0.00,0.000,2016-08-19,16
2016081917,29.36,419.000,0.00,0.000,2016-08-19,17
2016081918,33.68,276.600,0.00,0.000,2016-08-19,18
2016081919,40.46,218.050,0.00,0.000,2016-08-19,19
2016081920,42.08,358.200,0.00,0.000,2016-08-19,20
2016081921,43.99,518.150,0.00,0.000,2016-08-19,21
2016081922,44.40,596.900,0.00,0.000,2016-08-19,22
2016081923,41.28,531.550,0.00,0.000,2016-08-19,23
2016081924,39.88,583.950,0.00,0.000,2016-08-19,24
2016081925,39.69,558.900,0.00,0.000,2016-08-19,25
2016081926,37.59,620.500,0.00,0.000,2016-08-19,26
2016081927,32.84,634.200,0.00,0.000,2016-08-19,27
2016081928,31.11,643.250,0.00,0.000,2016-08-19,28
2016081929,30.90,825.250,0.00,0.000,2016-08-19,29
2016081930,30.09,856.700,0.00,0.000,2016-08-19,30
2016081931,29.30,1061.900,0.00,0.000,2016-08-19,31
2016081932,29.78,941.650,0.00,0.000,2016-08-19,32
2016081933,30.52,784.100,0.00,0.000,2016-08-19,33
2016081934,32.27,891.250,0.00,0.000,2016-08-19,34
2016081935,35.12,1035.100,0.00,0.000,2016-08-19,35
2016081936,33.63,872.200,0.00,0.000,2016-08-19,36
2016081937,32.55,959.350,0.00,0.000,2016-08-19,37
2016081938,31.55,924.700,0.00,0.000,2016-08-19,38
2016081939,33.07,1253.350,0.00,0.000,2016-08-19,39
2016081940,32.33,1210.050,0.00,0.000,2016-08-19,40
2016081941,32.10,1181.300,0.00,0.000,2016-08-19,41
2016081942,32.12,1247.850,0.00,0.000,2016-08-19,42
2016081943,31.64,1351.800,0.00,0.000,2016-08-19,43
2016081944,31.74,1315.700,0.00,0.000,2016-08-19,44
2016081945,31.04,1592.350,0.00,0.000,2016-08-19,45
2016081946,30.99,1627.000,0.00,0.000,2016-08-19,46
2016081947,34.27,1116.950,0.00,0.000,2016-08-19,47
2016081948,39.91,905.700,0.00,0.000,2016-08-19,48
2016082001,39.97,622.800,0.00,0.000,2016-08-20,1
2016082002,37.81,702.500,0.00,0.000,2016-08-20,2
2016082003,40.29,521.700,0.00,0.000,2016-08-20,3
2016082004,36.59,422.800,0.00,0.000,2016-08-20,4
2016082005,35.03,417.950,0.00,0.000,2016-08-20,5
2016082006,31.39,384.700,0.00,0.000,2016-08-20,6
2016082007,25.56,536.900,0.00,0.000,2016-08-20,7
2016082008,25.39,568.800,0.00,0.000,2016-08-20,8
2016082009,25.36,589.800,0.00,0.000,2016-08-20,9
2016082010,25.38,597.100,0.00,0.000,2016-08-20,10
2016082011,26.65,390.250,0.00,0.000,2016-08-20,11
2016082012,26.79,403.000,0.00,0.000,2016-08-20,12
2016082013,27.76,466.100,0.00,0.000,2016-08-20,13
2016082014,29.38,661.250,0.00,0.000,2016-08-20,14
2016082015,27.51,429.450,0.00,0.000,2016-08-20,15
2016082016,29.94,453.500,0.00,0.000,2016-08-20,16
2016082017,32.23,596.950,0.00,0.000,2016-08-20,17
2016082018,29.04,521.750,0.00,0.000,2016-08-20,18
2016082019,29.27,658.750,0.00,0.000,2016-08-20,19
2016082020,29.34,645.300,0.00,0.000,2016-08-20,20
2016082021,29.00,716.250,0.00,0.000,2016-08-20,21
2016082022,28.75,727.750,0.00,0.000,2016-08-20,22
2016082023,28.36,801.450,0.00,0.000,2016-08-20,23
2016082024,28.19,787.300,0.00,0.000,2016-08-20,24
2016082025,28.21,739.400,0.00,0.000,2016-08-20,25
2016082026,28.06,792.250,0.00,0.000,2016-08-20,26
2016082027,27.22,703.850,0.00,0.000,2016-08-20,27
2016082028,26.26,583.000,0.00,0.000,2016-08-20,28
2016082029,25.90,808.050,0.00,0.000,2016-08-20,29
2016082030,24.22,934.600,0.00,0.000,2016-08-20,30
2016082031,24.23,831.100,0.00,0.000,2016-08-20,31
2016082032,24.36,966.300,0.00,0.000,2016-08-20,32
2016082033,24.42,842.300,0.00,0.000,2016-08-20,33
2016082034,25.25,694.600,0.00,0.000,2016-08-20,34
2016082035,26.08,409.400,0.00,0.000,2016-08-20,35
2016082036,25.38,507.300,0.00,0.000,2016-08-20,36
2016082037,25.55,603.900,0.00,0.000,2016-08-20,37
2016082038,26.38,516.900,0.00,0.000,2016-08-20,38
2016082039,32.24,418.700,0.00,0.000,2016-08-20,39
2016082040,31.79,359.750,0.00,0.000,2016-08-20,40
2016082041,34.69,317.600,0.00,0.000,2016-08-20,41
2016082042,36.00,400.900,0.00,0.000,2016-08-20,42
2016082043,36.53,424.500,0.00,0.000,2016-08-20,43
2016082044,28.37,433.850,0.00,0.000,2016-08-20,44
2016082045,30.77,550.650,0.00,0.000,2016-08-20,45
2016082046,26.84,765.350,0.00,0.000,2016-08-20,46
2016082047,38.44,333.250,0.00,0.000,2016-08-20,47
2016082048,35.77,352.100,0.00,0.000,2016-08-20,48
2016082101,33.64,223.450,0.00,0.000,2016-08-21,1
2016082102,29.73,220.200,0.00,0.000,2016-08-21,2
2016082103,30.78,217.450,0.00,0.000,2016-08-21,3
2016082104,31.47,243.850,0.00,0.000,2016-08-21,4
2016082105,25.03,316.000,0.00,0.000,2016-08-21,5
2016082106,19.72,292.900,0.00,0.000,2016-08-21,6
2016082107,12.05,375.050,0.00,0.000,2016-08-21,7
2016082108,12.41,287.250,0.00,0.000,2016-08-21,8
2016082109,12.54,335.800,0.00,0.000,2016-08-21,9
2016082110,11.52,357.100,0.00,0.000,2016-08-21,10
2016082111,10.12,474.500,0.00,0.000,2016-08-21,11
2016082112,8.79,461.500,0.00,0.000,2016-08-21,12
2016082113,10.40,403.250,0.00,0.000,2016-08-21,13
2016082114,11.42,422.800,0.00,0.000,2016-08-21,14
2016082115,17.55,1307.300,0.00,0.000,2016-08-21,15
2016082116,18.17,1333.500,0.00,0.000,2016-08-21,16
2016082117,20.25,1387.450,0.00,0.000,2016-08-21,17
2016082118,20.11,1053.100,0.00,0.000,2016-08-21,18
2016082119,26.50,552.850,0.00,0.000,2016-08-21,19
2016082120,23.88,363.100,0.00,0.000,2016-08-21,20
2016082121,24.31,505.050,0.00,0.000,2016-08-21,21
2016082122,24.49,463.650,0.00,0.000,2016-08-21,22
2016082123,25.32,667.800,0.00,0.000,2016-08-21,23
2016082124,25.32,741.300,0.00,0.000,2016-08-21,24
2016082125,25.61,574.700,0.00,0.000,2016-08-21,25
2016082126,25.72,666.100,0.00,0.000,2016-08-21,26
2016082127,27.95,690.950,0.00,0.000,2016-08-21,27
2016082128,27.58,784.950,0.00,0.000,2016-08-21,28
2016082129,27.66,807.350,0.00,0.000,2016-08-21,29
2016082130,27.26,846.100,0.00,0.000,2016-08-21,30
2016082131,35.73,459.700,0.00,0.000,2016-08-21,31
2016082132,37.56,429.250,0.00,0.000,2016-08-21,32
2016082133,39.20,616.250,0.00,0.000,2016-08-21,33
2016082134,41.65,690.850,0.00,0.000,2016-08-21,34
2016082135,45.78,727.100,0.00,0.000,2016-08-21,35
2016082136,46.60,742.250,0.00,0.000,2016-08-21,36
2016082137,48.06,659.150,0.00,0.000,2016-08-21,37
2016082138,49.91,744.750,0.00,0.000,2016-08-21,38
2016082139,65.56,656.350,0.00,0.000,2016-08-21,39
2016082140,71.41,622.600,0.00,0.000,2016-08-21,40
2016082141,72.87,613.950,0.00,0.000,2016-08-21,41
2016082142,94.78,758.450,0.00,0.000,2016-08-21,42
2016082143,74.22,942.750,0.00,0.000,2016-08-21,43
2016082144,58.64,1085.500,0.00,0.000,2016-08-21,44
2016082145,50.84,1257.000,0.00,0.000,2016-08-21,45
2016082146,50.03,1120.850,0.00,0.000,2016-08-21,46
2016082147,33.85,381.300,0.00,0.000,2016-08-21,47
2016082148,36.32,293.200,0.00,0.000,2016-08-21,48
2016082201,35.30,323.550,0.00,0.000,2016-08-22,1
2016082202,29.38,418.900,0.00,0.000,2016-08-22,2
2016082203,26.40,436.200,0.00,0.000,2016-08-22,3
2016082204,23.40,487.300,0.00,0.000,2016-08-22,4
2016082205,21.45,603.800,0.00,0.000,2016-08-22,5
2016082206,19.81,598.550,0.00,0.000,2016-08-22,6
2016082207,15.40,507.000,0.00,0.000,2016-08-22,7
2016082208,15.38,495.800,0.00,0.000,2016-08-22,8
2016082209,15.29,496.200,0.00,0.000,2016-08-22,9
2016082210,15.35,574.200,0.00,0.000,2016-08-22,10
2016082211,18.90,590.100,0.00,0.000,2016-08-22,11
2016082212,19.63,519.450,0.00,0.000,2016-08-22,12
2016082213,22.08,784.900,0.00,0.000,2016-08-22,13
2016082214,22.10,1117.450,0.00,0.000,2016-08-22,14
2016082215,26.99,1048.400,0.00,0.000,2016-08-22,15
2016082216,28.31,868.100,0.00,0.000,2016-08-22,16
2016082217,26.68,828.400,0.00,0.000,2016-08-22,17
2016082218,28.01,937.150,0.00,0.000,2016-08-22,18
2016082219,28.19,969.200,0.00,0.000,2016-08-22,19
2016082220,27.96,969.450,0.00,0.000,2016-08-22,20
2016082221,27.76,951.650,0.00,0.000,2016-08-22,21
2016082222,27.60,982.000,0.00,0.000,2016-08-22,22
2016082223,26.79,921.000,0.00,0.000,2016-08-22,23
2016082224,27.04,982.550,0.00,0.000,2016-08-22,24
2016082225,26.95,1117.950,0.00,0.000,2016-08-22,25
2016082226,26.82,920.400,0.00,0.000,2016-08-22,26
2016082227,26.65,914.300,0.00,0.000,2016-08-22,27
2016082228,26.51,977.150,0.00,0.000,2016-08-22,28
2016082229,26.66,965.350,0.00,0.000,2016-08-22,29
2016082230,26.60,1020.550,0.00,0.000,2016-08-22,30
2016082231,25.65,846.700,0.00,0.000,2016-08-22,31
2016082232,25.05,757.700,0.00,0.000,2016-08-22,32
2016082233,25.80,556.750,0.00,0.000,2016-08-22,33
2016082234,26.23,589.400,0.00,0.000,2016-08-22,34
2016082235,33.62,644.350,0.00,0.000,2016-08-22,35
2016082236,36.29,615.800,0.00,0.000,2016-08-22,36
2016082237,36.15,579.000,0.00,0.000,2016-08-22,37
2016082238,32.70,744.300,0.00,0.000,2016-08-22,38
2016082239,30.98,620.550,0.00,0.000,2016-08-22,39
2016082240,30.36,710.750,0.00,0.000,2016-08-22,40
2016082241,37.19,610.650,0.00,0.000,2016-08-22,41
2016082242,50.96,901.050,0.00,0.000,2016-08-22,42
2016082243,61.87,749.200,0.00,0.000,2016-08-22,43
2016082244,46.95,744.850,0.00,0.000,2016-08-22,44
2016082245,33.36,539.800,0.00,0.000,2016-08-22,45
2016082246,30.27,1291.250,0.00,0.000,2016-08-22,46
2016082247,33.53,455.250,0.00,0.000,2016-08-22,47
2016082248,33.06,618.750,0.00,0.000,2016-08-22,48
2016082301,31.57,396.150,0.00,0.000,2016-08-23,1
2016082302,30.51,345.150,0.00,0.000,2016-08-23,2
2016082303,29.01,204.350,0.00,0.000,2016-08-23,3
2016082304,28.42,266.450,0.00,0.000,2016-08-23,4
2016082305,27.76,307.450,0.00,0.000,2016-08-23,5
2016082306,28.05,253.000,0.00,0.000,2016-08-23,6
2016082307,25.07,271.250,0.00,0.000,2016-08-23,7
2016082308,25.06,257.950,0.00,0.000,2016-08-23,8
2016082309,24.38,247.350,0.00,0.000,2016-08-23,9
2016082310,24.83,267.350,0.00,0.000,2016-08-23,10
2016082311,25.82,226.950,0.00,0.000,2016-08-23,11
2016082312,26.54,249.400,0.00,0.000,2016-08-23,12
2016082313,28.25,410.850,0.00,0.000,2016-08-23,13
2016082314,27.96,667.400,0.00,0.000,2016-08-23,14
2016082315,27.23,439.800,0.00,0.000,2016-08-23,15
2016082316,30.58,301.500,0.00,0.000,2016-08-23,16
2016082317,29.50,352.700,0.00,0.000,2016-08-23,17
2016082318,32.89,352.450,0.00,0.000,2016-08-23,18
2016082319,37.04,430.350,0.00,0.000,2016-08-23,19
2016082320,30.93,559.200,0.00,0.000,2016-08-23,20
2016082321,29.62,638.000,0.00,0.000,2016-08-23,21
2016082322,30.01,601.000,0.00,0.000,2016-08-23,22
2016082323,29.59,679.400,0.00,0.000,2016-08-23,23
2016082324,29.09,727.950,0.00,0.000,2016-08-23,24
2016082325,29.25,736.750,0.00,0.000,2016-08-23,25
2016082326,29.14,768.150,0.00,0.000,2016-08-23,26
2016082327,29.53,602.700,0.00,0.000,2016-08-23,27
2016082328,28.94,583.750,0.00,0.000,2016-08-23,28
2016082329,28.90,631.200,0.00,0.000,2016-08-23,29
2016082330,28.78,596.600,0.00,0.000,2016-08-23,30
2016082331,29.84,394.450,0.00,0.000,2016-08-23,31
2016082332,30.21,411.750,0.00,0.000,2016-08-23,32
2016082333,34.30,449.350,0.00,0.000,2016-08-23,33
2016082334,36.31,513.100,0.00,0.000,2016-08-23,34
2016082335,42.43,456.400,0.00,0.000,2016-08-23,35
2016082336,42.42,529.650,0.00,0.000,2016-08-23,36
2016082337,43.38,618.000,0.00,0.000,2016-08-23,37
2016082338,47.46,771.900,0.00,0.000,2016-08-23,38
2016082339,50.57,597.000,0.00,0.000,2016-08-23,39
2016082340,48.78,622.100,0.00,0.000,2016-08-23,40
2016082341,48.92,654.450,0.00,0.000,2016-08-23,41
2016082342,55.32,666.050,0.00,0.000,2016-08-23,42
2016082343,46.76,606.100,0.00,0.000,2016-08-23,43
2016082344,37.87,577.350,0.00,0.000,2016-08-23,44
2016082345,38.87,666.050,0.00,0.000,2016-08-23,45
2016082346,36.09,867.000,0.00,0.000,2016-08-23,46
2016082347,30.28,802.750,0.00,0.000,2016-08-23,47
2016082348,30.75,714.150,0.00,0.000,2016-08-23,48
2016082401,31.87,454.200,0.00,0.000,2016-08-24,1
2016082402,30.68,366.850,0.00,0.000,2016-08-24,2
2016082403,29.66,124.300,0.00,0.000,2016-08-24,3
2016082404,29.65,132.850,0.00,0.000,2016-08-24,4
2016082405,29.79,226.750,0.00,0.000,2016-08-24,5
2016082406,29.06,133.600,0.00,0.000,2016-08-24,6
2016082407,29.59,139.650,0.00,0.000,2016-08-24,7
2016082408,28.55,112.650,0.00,0.000,2016-08-24,8
2016082409,30.46,137.650,0.00,0.000,2016-08-24,9
2016082410,29.93,123.550,0.00,0.000,2016-08-24,10
2016082411,36.62,107.100,0.00,0.000,2016-08-24,11
2016082412,31.95,288.600,0.00,0.000,2016-08-24,12
2016082413,31.99,332.000,0.00,0.000,2016-08-24,13
2016082414,31.34,538.000,0.00,0.000,2016-08-24,14
2016082415,33.87,752.500,0.00,0.000,2016-08-24,15
2016082416,44.62,512.500,0.00,0.000,2016-08-24,16
2016082417,49.39,341.900,0.00,0.000,2016-08-24,17
2016082418,51.99,228.950,0.00,0.000,2016-08-24,18
2016082419,84.89,487.850,0.00,0.000,2016-08-24,19
2016082420,79.19,581.850,0.00,0.000,2016-08-24,20
2016082421,77.65,654.300,0.00,0.000,2016-08-24,21
2016082422,72.50,859.550,0.00,0.000,2016-08-24,22
2016082423,55.13,1230.450,0.00,0.000,2016-08-24,23
2016082424,52.02,1294.550,0.00,0.000,2016-08-24,24
2016082425,47.54,1124.200,0.00,0.000,2016-08-24,25
2016082426,46.44,1036.950,0.00,0.000,2016-08-24,26
2016082427,46.51,1198.100,0.00,0.000,2016-08-24,27
2016082428,47.26,1334.000,0.00,0.000,2016-08-24,28
2016082429,47.09,1242.800,0.00,0.000,2016-08-24,29
2016082430,47.76,1401.250,0.00,0.000,2016-08-24,30
2016082431,57.53,464.750,0.00,0.000,2016-08-24,31
2016082432,62.19,488.500,0.00,0.000,2016-08-24,32
2016082433,66.25,431.250,0.00,0.000,2016-08-24,33
2016082434,93.82,797.300,0.00,0.000,2016-08-24,34
2016082435,88.93,670.750,0.00,0.000,2016-08-24,35
2016082436,86.52,622.000,0.00,0.000,2016-08-24,36
2016082437,88.61,575.400,0.00,0.000,2016-08-24,37
2016082438,85.55,632.500,0.00,0.000,2016-08-24,38
2016082439,88.26,440.200,0.00,0.000,2016-08-24,39
2016082440,85.93,444.400,0.00,0.000,2016-08-24,40
2016082441,84.17,432.350,0.00,0.000,2016-08-24,41
2016082442,98.57,558.650,0.00,0.000,2016-08-24,42
2016082443,89.45,540.350,0.00,0.000,2016-08-24,43
2016082444,55.04,577.450,0.00,0.000,2016-08-24,44
2016082445,48.13,829.400,0.00,0.000,2016-08-24,45
2016082446,45.88,605.300,0.00,0.000,2016-08-24,46
2016082447,31.94,305.400,0.00,0.000,2016-08-24,47
2016082448,31.57,420.450,0.00,0.000,2016-08-24,48
2016082501,28.08,369.800,0.00,0.000,2016-08-25,1
2016082502,27.73,237.200,0.00,0.000,2016-08-25,2
2016082503,28.43,244.250,0.00,0.000,2016-08-25,3
2016082504,26.95,176.000,0.00,0.000,2016-08-25,4
2016082505,27.01,270.350,0.00,0.000,2016-08-25,5
2016082506,26.83,215.250,0.00,0.000,2016-08-25,6
2016082507,27.99,209.250,0.00,0.000,2016-08-25,7
2016082508,27.86,197.500,0.00,0.000,2016-08-25,8
2016082509,27.81,172.650,0.00,0.000,2016-08-25,9
2016082510,28.83,279.400,0.00,0.000,2016-08-25,10
2016082511,30.22,165.550,0.00,0.000,2016-08-25,11
2016082512,26.72,262.150,0.00,0.000,2016-08-25,12
2016082513,29.40,313.150,0.00,0.000,2016-08-25,13
2016082514,27.57,658.500,0.00,0.000,2016-08-25,14
2016082515,28.51,382.950,0.00,0.000,2016-08-25,15
2016082516,32.14,478.950,0.00,0.000,2016-08-25,16
2016082517,31.57,466.800,0.00,0.000,2016-08-25,17
2016082518,36.36,433.500,0.00,0.000,2016-08-25,18
2016082519,68.46,418.950,0.00,0.000,2016-08-25,19
2016082520,53.47,323.650,0.00,0.000,2016-08-25,20
2016082521,50.32,432.100,0.00,0.000,2016-08-25,21
2016082522,51.61,538.000,0.00,0.000,2016-08-25,22
2016082523,56.57,523.100,0.00,0.000,2016-08-25,23
2016082524,57.49,649.950,0.00,0.000,2016-08-25,24
2016082525,55.94,521.850,0.00,0.000,2016-08-25,25
2016082526,54.63,623.000,0.00,0.000,2016-08-25,26
2016082527,53.09,631.200,0.00,0.000,2016-08-25,27
2016082528,52.56,621.250,0.00,0.000,2016-08-25,28
2016082529,54.37,854.500,0.00,0.000,2016-08-25,29
2016082530,52.50,1007.550,0.00,0.000,2016-08-25,30
2016082531,68.01,567.700,0.00,0.000,2016-08-25,31
2016082532,71.45,579.950,0.00,0.000,2016-08-25,32
2016082533,76.89,534.100,0.00,0.000,2016-08-25,33
2016082534,81.59,723.450,0.00,0.000,2016-08-25,34
2016082535,86.19,611.350,0.00,0.000,2016-08-25,35
2016082536,85.24,640.850,0.00,0.000,2016-08-25,36
2016082537,85.36,689.750,0.00,0.000,2016-08-25,37
2016082538,84.84,809.200,0.00,0.000,2016-08-25,38
2016082539,74.72,392.050,0.00,0.000,2016-08-25,39
2016082540,67.26,411.250,0.00,0.000,2016-08-25,40
2016082541,63.64,506.500,0.00,0.000,2016-08-25,41
2016082542,77.87,491.650,0.00,0.000,2016-08-25,42
2016082543,68.65,396.950,0.00,0.000,2016-08-25,43
2016082544,44.43,394.300,0.00,0.000,2016-08-25,44
2016082545,41.44,654.600,0.00,0.000,2016-08-25,45
2016082546,36.10,694.250,0.00,0.000,2016-08-25,46
2016082547,37.65,387.850,0.00,0.000,2016-08-25,47
2016082548,33.56,520.800,0.00,0.000,2016-08-25,48
2016082601,29.77,215.550,0.00,0.000,2016-08-26,1
2016082602,29.66,255.550,0.00,0.000,2016-08-26,2
2016082603,29.96,368.500,0.00,0.000,2016-08-26,3
2016082604,28.73,453.250,0.00,0.000,2016-08-26,4
2016082605,29.13,233.300,0.00,0.000,2016-08-26,5
2016082606,29.68,315.600,0.00,0.000,2016-08-26,6
2016082607,28.78,278.300,0.00,0.000,2016-08-26,7
2016082608,28.12,320.050,0.00,0.000,2016-08-26,8
2016082609,28.14,281.000,0.00,0.000,2016-08-26,9
2016082610,28.25,289.550,0.00,0.000,2016-08-26,10
2016082611,28.00,337.550,0.00,0.000,2016-08-26,11
2016082612,28.20,355.050,0.00,0.000,2016-08-26,12
2016082613,33.33,512.100,0.00,0.000,2016-08-26,13
2016082614,29.64,831.100,0.00,0.000,2016-08-26,14
2016082615,29.56,676.100,0.00,0.000,2016-08-26,15
2016082616,32.17,418.150,0.00,0.000,2016-08-26,16
2016082617,28.36,612.900,0.00,0.000,2016-08-26,17
2016082618,30.61,457.000,0.00,0.000,2016-08-26,18
2016082619,31.55,644.450,0.00,0.000,2016-08-26,19
2016082620,30.40,554.450,0.00,0.000,2016-08-26,20
2016082621,30.40,486.650,0.00,0.000,2016-08-26,21
2016082622,29.81,648.100,0.00,0.000,2016-08-26,22
2016082623,30.00,611.350,0.00,0.000,2016-08-26,23
2016082624,29.05,735.850,0.00,0.000,2016-08-26,24
2016082625,28.68,779.000,0.00,0.000,2016-08-26,25
2016082626,27.67,811.550,0.00,0.000,2016-08-26,26
2016082627,29.60,864.200,0.00,0.000,2016-08-26,27
2016082628,29.01,859.100,0.00,0.000,2016-08-26,28
2016082629,28.72,959.150,0.00,0.000,2016-08-26,29
2016082630,28.56,993.850,0.00,0.000,2016-08-26,30
2016082631,28.98,969.150,0.00,0.000,2016-08-26,31
2016082632,29.65,855.300,0.00,0.000,2016-08-26,32
2016082633,29.04,958.550,0.00,0.000,2016-08-26,33
2016082634,30.44,835.350,0.00,0.000,2016-08-26,34
2016082635,31.73,832.400,0.00,0.000,2016-08-26,35
2016082636,32.62,805.400,0.00,0.000,2016-08-26,36
2016082637,32.61,800.750,0.00,0.000,2016-08-26,37
2016082638,33.38,801.200,0.00,0.000,2016-08-26,38
2016082639,36.26,539.500,0.00,0.000,2016-08-26,39
2016082640,39.12,600.000,0.00,0.000,2016-08-26,40
2016082641,40.71,582.500,0.00,0.000,2016-08-26,41
2016082642,40.47,592.500,0.00,0.000,2016-08-26,42
2016082643,40.21,752.050,0.00,0.000,2016-08-26,43
2016082644,35.69,513.450,0.00,0.000,2016-08-26,44
2016082645,42.87,680.500,0.00,0.000,2016-08-26,45
2016082646,35.34,714.600,0.00,0.000,2016-08-26,46
2016082647,34.24,743.500,0.00,0.000,2016-08-26,47
2016082648,36.80,180.750,0.00,0.000,2016-08-26,48
2016082701,36.80,341.450,0.00,0.000,2016-08-27,1
