,settlementPeriod,settlementDate,APXPrice,APXVolume
2017053144,44,5/31/2017,40.19,4334.1
2017053145,45,5/31/2017,34.29,4304.8
2017053146,46,5/31/2017,34.29,4304.8
2017060147,47,6/1/2017,41.95,3915.4
2017060148,48,6/1/2017,41.95,3915.4
2017060101,1,6/1/2017,36.97,4469
2017060102,2,6/1/2017,36.97,4469
2017060103,3,6/1/2017,32.87,4270.2
2017060104,4,6/1/2017,32.87,4270.2
2017060105,5,6/1/2017,31.39,4266.4
2017060106,6,6/1/2017,31.39,4266.4
2017060107,7,6/1/2017,29.98,4321
2017060108,8,6/1/2017,29.98,4321
2017060109,9,6/1/2017,29.54,4351.6
2017060110,10,6/1/2017,29.54,4351.6
2017060111,11,6/1/2017,31,4008.7
2017060112,12,6/1/2017,31,4008.7
2017060113,13,6/1/2017,35.43,4193.9
2017060114,14,6/1/2017,35.43,4193.9
2017060115,15,6/1/2017,36.9,5945.1
2017060116,16,6/1/2017,36.9,5945.1
2017060117,17,6/1/2017,44.71,6036.5
2017060118,18,6/1/2017,44.71,6036.5
2017060119,19,6/1/2017,46.49,6458.3
2017060120,20,6/1/2017,46.49,6458.3
2017060121,21,6/1/2017,40.28,6672.1
2017060122,22,6/1/2017,40.28,6672.1
2017060123,23,6/1/2017,36.92,6491.1
2017060124,24,6/1/2017,36.92,6491.1
2017060125,25,6/1/2017,33.34,6459.3
2017060126,26,6/1/2017,33.34,6459.3
2017060127,27,6/1/2017,34.59,6466.5
2017060128,28,6/1/2017,34.59,6466.5
2017060129,29,6/1/2017,30.82,5808.4
2017060130,30,6/1/2017,30.82,5808.4
2017060131,31,6/1/2017,31.58,4791.2
2017060132,32,6/1/2017,31.58,4791.2
2017060133,33,6/1/2017,38.26,5154.1
2017060134,34,6/1/2017,38.26,5154.1
2017060135,35,6/1/2017,46.04,4932.9
2017060136,36,6/1/2017,46.04,4932.9
2017060137,37,6/1/2017,51.55,4987.8
2017060138,38,6/1/2017,51.55,4987.8
2017060139,39,6/1/2017,53.97,4954.5
2017060140,40,6/1/2017,53.97,4954.5
2017060141,41,6/1/2017,50,4853.7
2017060142,42,6/1/2017,50,4853.7
2017060143,43,6/1/2017,42,4621.5
2017060144,44,6/1/2017,42,4621.5
2017060145,45,6/1/2017,36,4496.8
2017060146,46,6/1/2017,36,4496.8
2017060247,47,6/2/2017,40.6,4772.6
2017060248,48,6/2/2017,40.6,4772.6
2017060201,1,6/2/2017,36.93,4903.5
2017060202,2,6/2/2017,36.93,4903.5
2017060203,3,6/2/2017,33.32,4944.6
2017060204,4,6/2/2017,33.32,4944.6
2017060205,5,6/2/2017,32.05,4966
2017060206,6,6/2/2017,32.05,4966
2017060207,7,6/2/2017,31.44,4938.5
2017060208,8,6/2/2017,31.44,4938.5
2017060209,9,6/2/2017,31.12,4874.9
2017060210,10,6/2/2017,31.12,4874.9
2017060211,11,6/2/2017,31.82,4922.6
2017060212,12,6/2/2017,31.82,4922.6
2017060213,13,6/2/2017,35.99,4871.5
2017060214,14,6/2/2017,35.99,4871.5
2017060215,15,6/2/2017,37.12,6041
2017060216,16,6/2/2017,37.12,6041
2017060217,17,6/2/2017,46.19,6347.1
2017060218,18,6/2/2017,46.19,6347.1
2017060219,19,6/2/2017,53.53,6342.3
2017060220,20,6/2/2017,53.53,6342.3
2017060221,21,6/2/2017,46.99,6293.6
2017060222,22,6/2/2017,46.99,6293.6
2017060223,23,6/2/2017,45.22,6264.5
2017060224,24,6/2/2017,45.22,6264.5
2017060225,25,6/2/2017,36.5,6422.2
2017060226,26,6/2/2017,36.5,6422.2
2017060227,27,6/2/2017,33.04,6706.4
2017060228,28,6/2/2017,33.04,6706.4
2017060229,29,6/2/2017,31.63,6697.5
2017060230,30,6/2/2017,31.63,6697.5
2017060231,31,6/2/2017,32.39,6422.4
2017060232,32,6/2/2017,32.39,6422.4
2017060233,33,6/2/2017,35.76,5971.2
2017060234,34,6/2/2017,35.76,5971.2
2017060235,35,6/2/2017,48.7,5914.3
2017060236,36,6/2/2017,48.7,5914.3
2017060237,37,6/2/2017,49.82,6015.2
2017060238,38,6/2/2017,49.82,6015.2
2017060239,39,6/2/2017,50.85,5415.1
2017060240,40,6/2/2017,50.85,5415.1
2017060241,41,6/2/2017,42.35,5405.5
2017060242,42,6/2/2017,42.35,5405.5
2017060243,43,6/2/2017,37.8,5554.1
2017060244,44,6/2/2017,37.8,5554.1
2017060245,45,6/2/2017,33,5974.4
2017060246,46,6/2/2017,33,5974.4
2017060347,47,6/3/2017,47,3477.9
2017060348,48,6/3/2017,47,3477.9
2017060301,1,6/3/2017,41.92,3775.2
2017060302,2,6/3/2017,41.92,3775.2
2017060303,3,6/3/2017,36.73,3394.7
2017060304,4,6/3/2017,36.73,3394.7
2017060305,5,6/3/2017,32.91,3465.8
2017060306,6,6/3/2017,32.91,3465.8
2017060307,7,6/3/2017,32.92,3377.7
2017060308,8,6/3/2017,32.92,3377.7
2017060309,9,6/3/2017,31.32,3373.1
2017060310,10,6/3/2017,31.32,3373.1
2017060311,11,6/3/2017,31.08,3317.1
2017060312,12,6/3/2017,31.08,3317.1
2017060313,13,6/3/2017,32.5,3489.5
2017060314,14,6/3/2017,32.5,3489.5
2017060315,15,6/3/2017,30.53,3565.5
2017060316,16,6/3/2017,30.53,3565.5
2017060317,17,6/3/2017,45,3404
2017060318,18,6/3/2017,45,3404
2017060319,19,6/3/2017,54.01,3395.6
2017060320,20,6/3/2017,54.01,3395.6
2017060321,21,6/3/2017,50.2,3490.8
2017060322,22,6/3/2017,50.2,3490.8
2017060323,23,6/3/2017,38.03,3430.2
2017060324,24,6/3/2017,38.03,3430.2
2017060325,25,6/3/2017,32.55,3471.5
2017060326,26,6/3/2017,32.55,3471.5
2017060327,27,6/3/2017,30,3444.3
2017060328,28,6/3/2017,30,3444.3
2017060329,29,6/3/2017,30,3409.5
2017060330,30,6/3/2017,30,3409.5
2017060331,31,6/3/2017,29.53,3087.8
2017060332,32,6/3/2017,29.53,3087.8
2017060333,33,6/3/2017,30.9,3261.9
2017060334,34,6/3/2017,30.9,3261.9
2017060335,35,6/3/2017,33.52,3219.3
2017060336,36,6/3/2017,33.52,3219.3
2017060337,37,6/3/2017,39.69,3086
2017060338,38,6/3/2017,39.69,3086
2017060339,39,6/3/2017,43.62,3034.7
2017060340,40,6/3/2017,43.62,3034.7
2017060341,41,6/3/2017,48,2877.5
2017060342,42,6/3/2017,48,2877.5
2017060343,43,6/3/2017,49.24,2815.9
2017060344,44,6/3/2017,49.24,2815.9
2017060345,45,6/3/2017,38.87,2984.7
2017060346,46,6/3/2017,38.87,2984.7
2017060447,47,6/4/2017,41.84,3757.4
2017060448,48,6/4/2017,41.84,3757.4
2017060401,1,6/4/2017,32.23,3344.2
2017060402,2,6/4/2017,32.23,3344.2
2017060403,3,6/4/2017,32.97,3284
2017060404,4,6/4/2017,32.97,3284
2017060405,5,6/4/2017,31.43,3378.3
2017060406,6,6/4/2017,31.43,3378.3
2017060407,7,6/4/2017,29.99,3408.3
2017060408,8,6/4/2017,29.99,3408.3
2017060409,9,6/4/2017,25,3255.1
2017060410,10,6/4/2017,25,3255.1
2017060411,11,6/4/2017,21.08,3190.2
2017060412,12,6/4/2017,21.08,3190.2
2017060413,13,6/4/2017,25,3340
2017060414,14,6/4/2017,25,3340
2017060415,15,6/4/2017,26,3975
2017060416,16,6/4/2017,26,3975
2017060417,17,6/4/2017,32.5,3920.3
2017060418,18,6/4/2017,32.5,3920.3
2017060419,19,6/4/2017,32.5,3852.5
2017060420,20,6/4/2017,32.5,3852.5
2017060421,21,6/4/2017,33.58,3806.1
2017060422,22,6/4/2017,33.58,3806.1
2017060423,23,6/4/2017,37.42,3627.3
2017060424,24,6/4/2017,37.42,3627.3
2017060425,25,6/4/2017,37.57,3625.4
2017060426,26,6/4/2017,37.57,3625.4
2017060427,27,6/4/2017,32.5,3690.2
2017060428,28,6/4/2017,32.5,3690.2
2017060429,29,6/4/2017,31.32,3654.8
2017060430,30,6/4/2017,31.32,3654.8
2017060431,31,6/4/2017,31.53,3205.5
2017060432,32,6/4/2017,31.53,3205.5
2017060433,33,6/4/2017,40,3054.2
2017060434,34,6/4/2017,40,3054.2
2017060435,35,6/4/2017,33.87,3365.1
2017060436,36,6/4/2017,33.87,3365.1
2017060437,37,6/4/2017,45,3263.6
2017060438,38,6/4/2017,45,3263.6
2017060439,39,6/4/2017,49.9,3032
2017060440,40,6/4/2017,49.9,3032
2017060441,41,6/4/2017,49.94,2918.2
2017060442,42,6/4/2017,49.94,2918.2
2017060443,43,6/4/2017,49.99,2813.6
2017060444,44,6/4/2017,49.99,2813.6
2017060445,45,6/4/2017,36.74,2966.2
2017060446,46,6/4/2017,36.74,2966.2
2017060547,47,6/5/2017,36.95,4525.9
2017060548,48,6/5/2017,36.95,4525.9
2017060501,1,6/5/2017,35.97,4258.6
2017060502,2,6/5/2017,35.97,4258.6
2017060503,3,6/5/2017,32.48,4233.7
2017060504,4,6/5/2017,32.48,4233.7
2017060505,5,6/5/2017,31.91,4302.7
2017060506,6,6/5/2017,31.91,4302.7
2017060507,7,6/5/2017,27.48,4451.5
2017060508,8,6/5/2017,27.48,4451.5
2017060509,9,6/5/2017,23.97,4492
2017060510,10,6/5/2017,23.97,4492
2017060511,11,6/5/2017,25.3,4545.8
2017060512,12,6/5/2017,25.3,4545.8
2017060513,13,6/5/2017,31.75,4862.9
2017060514,14,6/5/2017,31.75,4862.9
2017060515,15,6/5/2017,30.39,5963.8
2017060516,16,6/5/2017,30.39,5963.8
2017060517,17,6/5/2017,38.67,5696.7
2017060518,18,6/5/2017,38.67,5696.7
2017060519,19,6/5/2017,39.99,5471.6
2017060520,20,6/5/2017,39.99,5471.6
2017060521,21,6/5/2017,32.25,5100.2
2017060522,22,6/5/2017,32.25,5100.2
2017060523,23,6/5/2017,37.27,4986
2017060524,24,6/5/2017,37.27,4986
2017060525,25,6/5/2017,37.48,4879.8
2017060526,26,6/5/2017,37.48,4879.8
2017060527,27,6/5/2017,33.95,5009.6
2017060528,28,6/5/2017,33.95,5009.6
2017060529,29,6/5/2017,34.15,4966.3
2017060530,30,6/5/2017,34.15,4966.3
2017060531,31,6/5/2017,46.51,4595.7
2017060532,32,6/5/2017,46.51,4595.7
2017060533,33,6/5/2017,55.43,4604
2017060534,34,6/5/2017,55.43,4604
2017060535,35,6/5/2017,54.99,5288.5
2017060536,36,6/5/2017,54.99,5288.5
2017060537,37,6/5/2017,54.94,5547.1
2017060538,38,6/5/2017,54.94,5547.1
2017060539,39,6/5/2017,50.55,5101.8
2017060540,40,6/5/2017,50.55,5101.8
2017060541,41,6/5/2017,38,4713.4
2017060542,42,6/5/2017,38,4713.4
2017060543,43,6/5/2017,44.52,4883.4
2017060544,44,6/5/2017,44.52,4883.4
2017060545,45,6/5/2017,31.53,5535.8
2017060546,46,6/5/2017,31.53,5535.8
2017060647,47,6/6/2017,50,5144.1
2017060648,48,6/6/2017,50,5144.1
2017060601,1,6/6/2017,37.98,4986.8
2017060602,2,6/6/2017,37.98,4986.8
2017060603,3,6/6/2017,37.87,4783.6
2017060604,4,6/6/2017,37.87,4783.6
2017060605,5,6/6/2017,31.96,4941.3
2017060606,6,6/6/2017,31.96,4941.3
2017060607,7,6/6/2017,25.66,5021.9
2017060608,8,6/6/2017,25.66,5021.9
2017060609,9,6/6/2017,20,5042.9
2017060610,10,6/6/2017,20,5042.9
2017060611,11,6/6/2017,24.42,5038.8
2017060612,12,6/6/2017,24.42,5038.8
2017060613,13,6/6/2017,33.11,5441.6
2017060614,14,6/6/2017,33.11,5441.6
2017060615,15,6/6/2017,40.83,5587
2017060616,16,6/6/2017,40.83,5587
2017060617,17,6/6/2017,54.97,5826.6
2017060618,18,6/6/2017,54.97,5826.6
2017060619,19,6/6/2017,59.26,5978.8
2017060620,20,6/6/2017,59.26,5978.8
2017060621,21,6/6/2017,49.99,5980.9
2017060622,22,6/6/2017,49.99,5980.9
2017060623,23,6/6/2017,42.46,5951.8
2017060624,24,6/6/2017,42.46,5951.8
2017060625,25,6/6/2017,39,5648.3
2017060626,26,6/6/2017,39,5648.3
2017060627,27,6/6/2017,33,5513.6
2017060628,28,6/6/2017,33,5513.6
2017060629,29,6/6/2017,31.66,5316.1
2017060630,30,6/6/2017,31.66,5316.1
2017060631,31,6/6/2017,31.02,4994.9
2017060632,32,6/6/2017,31.02,4994.9
2017060633,33,6/6/2017,35.25,5106.6
2017060634,34,6/6/2017,35.25,5106.6
2017060635,35,6/6/2017,42.07,5154
2017060636,36,6/6/2017,42.07,5154
2017060637,37,6/6/2017,42.12,4990.3
2017060638,38,6/6/2017,42.12,4990.3
2017060639,39,6/6/2017,46.12,4919.6
2017060640,40,6/6/2017,46.12,4919.6
2017060641,41,6/6/2017,37.53,4596.9
2017060642,42,6/6/2017,37.53,4596.9
2017060643,43,6/6/2017,33,4504.9
2017060644,44,6/6/2017,33,4504.9
2017060645,45,6/6/2017,30.1,4792.1
2017060646,46,6/6/2017,30.1,4792.1
2017060747,47,6/7/2017,30,5210.5
2017060748,48,6/7/2017,30,5210.5
2017060701,1,6/7/2017,7.9,4911.4
2017060702,2,6/7/2017,7.9,4911.4
2017060703,3,6/7/2017,6.12,4756.4
2017060704,4,6/7/2017,6.12,4756.4
2017060705,5,6/7/2017,1.89,4774.1
2017060706,6,6/7/2017,1.89,4774.1
2017060707,7,6/7/2017,1.57,4753.2
2017060708,8,6/7/2017,1.57,4753.2
2017060709,9,6/7/2017,4.69,4867.5
2017060710,10,6/7/2017,4.69,4867.5
2017060711,11,6/7/2017,10.99,4806.7
2017060712,12,6/7/2017,10.99,4806.7
2017060713,13,6/7/2017,25.14,4938
2017060714,14,6/7/2017,25.14,4938
2017060715,15,6/7/2017,35.4,5773.8
2017060716,16,6/7/2017,35.4,5773.8
2017060717,17,6/7/2017,42.65,5813.6
2017060718,18,6/7/2017,42.65,5813.6
2017060719,19,6/7/2017,39,5862.6
2017060720,20,6/7/2017,39,5862.6
2017060721,21,6/7/2017,35.1,5763.4
2017060722,22,6/7/2017,35.1,5763.4
2017060723,23,6/7/2017,35,5797.6
2017060724,24,6/7/2017,35,5797.6
2017060725,25,6/7/2017,37,5741.8
2017060726,26,6/7/2017,37,5741.8
2017060727,27,6/7/2017,35,5727.7
2017060728,28,6/7/2017,35,5727.7
2017060729,29,6/7/2017,35.12,5674.9
2017060730,30,6/7/2017,35.12,5674.9
2017060731,31,6/7/2017,29.99,4810.6
2017060732,32,6/7/2017,29.99,4810.6
2017060733,33,6/7/2017,41.73,4867.7
2017060734,34,6/7/2017,41.73,4867.7
2017060735,35,6/7/2017,39.89,4709.8
2017060736,36,6/7/2017,39.89,4709.8
2017060737,37,6/7/2017,45.01,4607.4
2017060738,38,6/7/2017,45.01,4607.4
2017060739,39,6/7/2017,50.75,4741
2017060740,40,6/7/2017,50.75,4741
2017060741,41,6/7/2017,52.53,5010.7
2017060742,42,6/7/2017,52.53,5010.7
2017060743,43,6/7/2017,55,4767.1
2017060744,44,6/7/2017,55,4767.1
2017060745,45,6/7/2017,49.98,4514.8
2017060746,46,6/7/2017,49.98,4514.8
2017060847,47,6/8/2017,45.01,4998.2
2017060848,48,6/8/2017,45.01,4998.2
2017060801,1,6/8/2017,34.79,5043.4
2017060802,2,6/8/2017,34.79,5043.4
2017060803,3,6/8/2017,34.69,5178.4
2017060804,4,6/8/2017,34.69,5178.4
2017060805,5,6/8/2017,32.11,5055.1
2017060806,6,6/8/2017,32.11,5055.1
2017060807,7,6/8/2017,29.56,4939.1
2017060808,8,6/8/2017,29.56,4939.1
2017060809,9,6/8/2017,30.06,4862.3
2017060810,10,6/8/2017,30.06,4862.3
2017060811,11,6/8/2017,30.06,5044.9
2017060812,12,6/8/2017,30.06,5044.9
2017060813,13,6/8/2017,36.32,5801.5
2017060814,14,6/8/2017,36.32,5801.5
2017060815,15,6/8/2017,38,6929.1
2017060816,16,6/8/2017,38,6929.1
2017060817,17,6/8/2017,50.12,6351
2017060818,18,6/8/2017,50.12,6351
2017060819,19,6/8/2017,55,6400.8
2017060820,20,6/8/2017,55,6400.8
2017060821,21,6/8/2017,53.85,6387.9
2017060822,22,6/8/2017,53.85,6387.9
2017060823,23,6/8/2017,52.95,6233
2017060824,24,6/8/2017,52.95,6233
2017060825,25,6/8/2017,47.03,6135.3
2017060826,26,6/8/2017,47.03,6135.3
2017060827,27,6/8/2017,34.03,6251.6
2017060828,28,6/8/2017,34.03,6251.6
2017060829,29,6/8/2017,31.74,6344.8
2017060830,30,6/8/2017,31.74,6344.8
2017060831,31,6/8/2017,33.82,5466.4
2017060832,32,6/8/2017,33.82,5466.4
2017060833,33,6/8/2017,42.75,5405.6
2017060834,34,6/8/2017,42.75,5405.6
2017060835,35,6/8/2017,45,5488.4
2017060836,36,6/8/2017,45,5488.4
2017060837,37,6/8/2017,39.49,5478
2017060838,38,6/8/2017,39.49,5478
2017060839,39,6/8/2017,46.5,5438.4
2017060840,40,6/8/2017,46.5,5438.4
2017060841,41,6/8/2017,37.69,5438.2
2017060842,42,6/8/2017,37.69,5438.2
2017060843,43,6/8/2017,34,5775.6
2017060844,44,6/8/2017,34,5775.6
2017060845,45,6/8/2017,30.45,6256.1
2017060846,46,6/8/2017,30.45,6256.1
2017060947,47,6/9/2017,37.67,5051.3
2017060948,48,6/9/2017,37.67,5051.3
2017060901,1,6/9/2017,31.49,5033.2
2017060902,2,6/9/2017,31.49,5033.2
2017060903,3,6/9/2017,31.93,4866.4
2017060904,4,6/9/2017,31.93,4866.4
2017060905,5,6/9/2017,31.52,4848.5
2017060906,6,6/9/2017,31.52,4848.5
2017060907,7,6/9/2017,30.9,4789.9
2017060908,8,6/9/2017,30.9,4789.9
2017060909,9,6/9/2017,30.83,4798.8
2017060910,10,6/9/2017,30.83,4798.8
2017060911,11,6/9/2017,33.73,4921.7
2017060912,12,6/9/2017,33.73,4921.7
2017060913,13,6/9/2017,36.05,5483.3
2017060914,14,6/9/2017,36.05,5483.3
2017060915,15,6/9/2017,38.11,5922.3
2017060916,16,6/9/2017,38.11,5922.3
2017060917,17,6/9/2017,51.43,5829.8
2017060918,18,6/9/2017,51.43,5829.8
2017060919,19,6/9/2017,51.44,5844.9
2017060920,20,6/9/2017,51.44,5844.9
2017060921,21,6/9/2017,47,5826.3
2017060922,22,6/9/2017,47,5826.3
2017060923,23,6/9/2017,39.88,5773.4
2017060924,24,6/9/2017,39.88,5773.4
2017060925,25,6/9/2017,35,5741.8
2017060926,26,6/9/2017,35,5741.8
2017060927,27,6/9/2017,31.92,5746.3
2017060928,28,6/9/2017,31.92,5746.3
2017060929,29,6/9/2017,31.58,5768.5
2017060930,30,6/9/2017,31.58,5768.5
2017060931,31,6/9/2017,31.53,5613
2017060932,32,6/9/2017,31.53,5613
2017060933,33,6/9/2017,35,5323.1
2017060934,34,6/9/2017,35,5323.1
2017060935,35,6/9/2017,45,5420.8
2017060936,36,6/9/2017,45,5420.8
2017060937,37,6/9/2017,46.82,5440.2
2017060938,38,6/9/2017,46.82,5440.2
2017060939,39,6/9/2017,46,4336.6
2017060940,40,6/9/2017,46,4336.6
2017060941,41,6/9/2017,40,4435.3
2017060942,42,6/9/2017,40,4435.3
2017060943,43,6/9/2017,38.82,4467.3
2017060944,44,6/9/2017,38.82,4467.3
2017060945,45,6/9/2017,32.92,4596.9
2017060946,46,6/9/2017,32.92,4596.9
2017061047,47,6/10/2017,50.04,4204.4
2017061048,48,6/10/2017,50.04,4204.4
2017061001,1,6/10/2017,46.96,4061.8
2017061002,2,6/10/2017,46.96,4061.8
2017061003,3,6/10/2017,46.94,4145.4
2017061004,4,6/10/2017,46.94,4145.4
2017061005,5,6/10/2017,42,3914.8
2017061006,6,6/10/2017,42,3914.8
2017061007,7,6/10/2017,36.83,3709.4
2017061008,8,6/10/2017,36.83,3709.4
2017061009,9,6/10/2017,32.95,3832.7
2017061010,10,6/10/2017,32.95,3832.7
2017061011,11,6/10/2017,27.1,3953.6
2017061012,12,6/10/2017,27.1,3953.6
2017061013,13,6/10/2017,26.9,3786.7
2017061014,14,6/10/2017,26.9,3786.7
2017061015,15,6/10/2017,32.2,4721.9
2017061016,16,6/10/2017,32.2,4721.9
2017061017,17,6/10/2017,52.52,4510.3
2017061018,18,6/10/2017,52.52,4510.3
2017061019,19,6/10/2017,55.97,4463.9
2017061020,20,6/10/2017,55.97,4463.9
2017061021,21,6/10/2017,48.37,4460.5
2017061022,22,6/10/2017,48.37,4460.5
2017061023,23,6/10/2017,34.7,4496.3
2017061024,24,6/10/2017,34.7,4496.3
2017061025,25,6/10/2017,31.22,4635.7
2017061026,26,6/10/2017,31.22,4635.7
2017061027,27,6/10/2017,30.78,4714.1
2017061028,28,6/10/2017,30.78,4714.1
2017061029,29,6/10/2017,28.42,4714.1
2017061030,30,6/10/2017,28.42,4714.1
2017061031,31,6/10/2017,27.97,4292.1
2017061032,32,6/10/2017,27.97,4292.1
2017061033,33,6/10/2017,30.45,4289.6
2017061034,34,6/10/2017,30.45,4289.6
2017061035,35,6/10/2017,38.95,3992.6
2017061036,36,6/10/2017,38.95,3992.6
2017061037,37,6/10/2017,47.09,4036.2
2017061038,38,6/10/2017,47.09,4036.2
2017061039,39,6/10/2017,44.82,4041.4
2017061040,40,6/10/2017,44.82,4041.4
2017061041,41,6/10/2017,37.7,4116.2
2017061042,42,6/10/2017,37.7,4116.2
2017061043,43,6/10/2017,35.93,4064.4
2017061044,44,6/10/2017,35.93,4064.4
2017061045,45,6/10/2017,33.45,3955.3
2017061046,46,6/10/2017,33.45,3955.3
2017061147,47,6/11/2017,40,4219.4
2017061148,48,6/11/2017,40,4219.4
2017061101,1,6/11/2017,30.97,3974.6
2017061102,2,6/11/2017,30.97,3974.6
2017061103,3,6/11/2017,24.92,3682.3
2017061104,4,6/11/2017,24.92,3682.3
2017061105,5,6/11/2017,27.95,3624.3
2017061106,6,6/11/2017,27.95,3624.3
2017061107,7,6/11/2017,15.47,3594.4
2017061108,8,6/11/2017,15.47,3594.4
2017061109,9,6/11/2017,11.41,3726.5
2017061110,10,6/11/2017,11.41,3726.5
2017061111,11,6/11/2017,11.63,3631.7
2017061112,12,6/11/2017,11.63,3631.7
2017061113,13,6/11/2017,14.93,3652
2017061114,14,6/11/2017,14.93,3652
2017061115,15,6/11/2017,16.3,4547.8
2017061116,16,6/11/2017,16.3,4547.8
2017061117,17,6/11/2017,25.88,4312
2017061118,18,6/11/2017,25.88,4312
2017061119,19,6/11/2017,43.97,4798.3
2017061120,20,6/11/2017,43.97,4798.3
2017061121,21,6/11/2017,49.92,5042.7
2017061122,22,6/11/2017,49.92,5042.7
2017061123,23,6/11/2017,47,4994.1
2017061124,24,6/11/2017,47,4994.1
2017061125,25,6/11/2017,36.48,4947.7
2017061126,26,6/11/2017,36.48,4947.7
2017061127,27,6/11/2017,23.09,4955.6
2017061128,28,6/11/2017,23.09,4955.6
2017061129,29,6/11/2017,19.93,5152.7
2017061130,30,6/11/2017,19.93,5152.7
2017061131,31,6/11/2017,19.78,4606.6
2017061132,32,6/11/2017,19.78,4606.6
2017061133,33,6/11/2017,25,4422.4
2017061134,34,6/11/2017,25,4422.4
2017061135,35,6/11/2017,37.83,4760.3
2017061136,36,6/11/2017,37.83,4760.3
2017061137,37,6/11/2017,40,4810
2017061138,38,6/11/2017,40,4810
2017061139,39,6/11/2017,50.18,4916.6
2017061140,40,6/11/2017,50.18,4916.6
2017061141,41,6/11/2017,55,4767.9
2017061142,42,6/11/2017,55,4767.9
2017061143,43,6/11/2017,60,4817
2017061144,44,6/11/2017,60,4817
2017061145,45,6/11/2017,44.68,5158.7
2017061146,46,6/11/2017,44.68,5158.7
2017061247,47,6/12/2017,28.13,4952.2
2017061248,48,6/12/2017,28.13,4952.2
2017061201,1,6/12/2017,18.58,5263.9
2017061202,2,6/12/2017,18.58,5263.9
2017061203,3,6/12/2017,16.32,5747.9
2017061204,4,6/12/2017,16.32,5747.9
2017061205,5,6/12/2017,13.13,6007.6
2017061206,6,6/12/2017,13.13,6007.6
2017061207,7,6/12/2017,14.08,6155.3
2017061208,8,6/12/2017,14.08,6155.3
2017061209,9,6/12/2017,18.31,6316.3
2017061210,10,6/12/2017,18.31,6316.3
2017061211,11,6/12/2017,27.05,6019.9
2017061212,12,6/12/2017,27.05,6019.9
2017061213,13,6/12/2017,32.41,5017.3
2017061214,14,6/12/2017,32.41,5017.3
2017061215,15,6/12/2017,33,5122
2017061216,16,6/12/2017,33,5122
2017061217,17,6/12/2017,35,5335.7
2017061218,18,6/12/2017,35,5335.7
2017061219,19,6/12/2017,35,5399.6
2017061220,20,6/12/2017,35,5399.6
2017061221,21,6/12/2017,37,5490.1
2017061222,22,6/12/2017,37,5490.1
2017061223,23,6/12/2017,38.07,5642.3
2017061224,24,6/12/2017,38.07,5642.3
2017061225,25,6/12/2017,36.82,5804.4
2017061226,26,6/12/2017,36.82,5804.4
2017061227,27,6/12/2017,35,5874
2017061228,28,6/12/2017,35,5874
2017061229,29,6/12/2017,35.29,6018.2
2017061230,30,6/12/2017,35.29,6018.2
2017061231,31,6/12/2017,33.82,5778.9
2017061232,32,6/12/2017,33.82,5778.9
2017061233,33,6/12/2017,45.12,5859.5
2017061234,34,6/12/2017,45.12,5859.5
2017061235,35,6/12/2017,40,5171.6
2017061236,36,6/12/2017,40,5171.6
2017061237,37,6/12/2017,54.99,5424
2017061238,38,6/12/2017,54.99,5424
2017061239,39,6/12/2017,51.24,4530.2
2017061240,40,6/12/2017,51.24,4530.2
2017061241,41,6/12/2017,50.33,4263.2
2017061242,42,6/12/2017,50.33,4263.2
2017061243,43,6/12/2017,54.92,4086.5
2017061244,44,6/12/2017,54.92,4086.5
2017061245,45,6/12/2017,49.9,3972.6
2017061246,46,6/12/2017,49.9,3972.6
2017061347,47,6/13/2017,32.92,4733.1
2017061348,48,6/13/2017,32.92,4733.1
2017061301,1,6/13/2017,24.57,4719.2
2017061302,2,6/13/2017,24.57,4719.2
2017061303,3,6/13/2017,30,4541.1
2017061304,4,6/13/2017,30,4541.1
2017061305,5,6/13/2017,29.82,4527.1
2017061306,6,6/13/2017,29.82,4527.1
2017061307,7,6/13/2017,24.48,4685.5
2017061308,8,6/13/2017,24.48,4685.5
2017061309,9,6/13/2017,23.21,4724.8
2017061310,10,6/13/2017,23.21,4724.8
2017061311,11,6/13/2017,30.14,4538
2017061312,12,6/13/2017,30.14,4538
2017061313,13,6/13/2017,35.67,4909.2
2017061314,14,6/13/2017,35.67,4909.2
2017061315,15,6/13/2017,36.4,5514.1
2017061316,16,6/13/2017,36.4,5514.1
2017061317,17,6/13/2017,40,5545.3
2017061318,18,6/13/2017,40,5545.3
2017061319,19,6/13/2017,41.8,5419.9
2017061320,20,6/13/2017,41.8,5419.9
2017061321,21,6/13/2017,36.58,5371.2
2017061322,22,6/13/2017,36.58,5371.2
2017061323,23,6/13/2017,41.33,5319.9
2017061324,24,6/13/2017,41.33,5319.9
2017061325,25,6/13/2017,38.22,5319.1
2017061326,26,6/13/2017,38.22,5319.1
2017061327,27,6/13/2017,38.63,5292.2
