,quantity,settlementDate,settlementPeriod
2017121721,37729,2017-12-17,21
2017121720,37074,2017-12-17,20
2017121719,36345,2017-12-17,19
2017121718,35024,2017-12-17,18
2017121717,34132,2017-12-17,17
2017121716,33324,2017-12-17,16
2017121715,32683,2017-12-17,15
2017121714,31265,2017-12-17,14
2017121713,30906,2017-12-17,13
2017121712,30173,2017-12-17,12
2017121711,29853,2017-12-17,11
2017121710,29661,2017-12-17,10
2017121709,29516,2017-12-17,9
2017121708,29523,2017-12-17,8
2017121707,29626,2017-12-17,7
2017121706,30151,2017-12-17,6
2017121705,30362,2017-12-17,5
2017121704,30439,2017-12-17,4
2017121703,30479,2017-12-17,3
2017121702,30300,2017-12-17,2
2017121701,30169,2017-12-17,1
2017121848,26652,2017-12-18,48
2017121847,30879,2017-12-18,47
2017121846,36301,2017-12-18,46
2017121845,40251,2017-12-18,45
2017121844,41383,2017-12-18,44
2017121843,43065,2017-12-18,43
2017121842,44649,2017-12-18,42
2017121841,45572,2017-12-18,41
2017121840,46594,2017-12-18,40
2017121839,47155,2017-12-18,39
2017121838,47809,2017-12-18,38
2017121837,47785,2017-12-18,37
2017121836,47831,2017-12-18,36
2017121835,47768,2017-12-18,35
2017121834,47677,2017-12-18,34
2017121833,47775,2017-12-18,33
2017121832,47792,2017-12-18,32
2017121831,48115,2017-12-18,31
2017121830,48079,2017-12-18,30
2017121829,48169,2017-12-18,29
2017121828,48257,2017-12-18,28
2017121827,48394,2017-12-18,27
2017121826,48528,2017-12-18,26
2017121825,48463,2017-12-18,25
2017121824,48478,2017-12-18,24
2017121823,48256,2017-12-18,23
2017121822,47689,2017-12-18,22
2017121821,47310,2017-12-18,21
2017121820,46955,2017-12-18,20
2017121819,46617,2017-12-18,19
2017121818,46058,2017-12-18,18
2017121817,45797,2017-12-18,17
2017121816,44653,2017-12-18,16
2017121815,43168,2017-12-18,15
2017121814,38725,2017-12-18,14
2017121813,34256,2017-12-18,13
2017121812,30690,2017-12-18,12
2017121811,29703,2017-12-18,11
2017121810,28759,2017-12-18,10
2017121809,28663,2017-12-18,9
2017121808,29077,2017-12-18,8
2017121807,29251,2017-12-18,7
2017121806,29478,2017-12-18,6
2017121805,29742,2017-12-18,5
2017121804,30146,2017-12-18,4
2017121803,30353,2017-12-18,3
2017121802,30393,2017-12-18,2
2017121801,30565,2017-12-18,1
2017121948,30828,2017-12-19,48
2017121947,33142,2017-12-19,47
2017121946,37159,2017-12-19,46
2017121945,40613,2017-12-19,45
2017121944,42748,2017-12-19,44
2017121943,45009,2017-12-19,43
2017121942,47814,2017-12-19,42
2017121941,49072,2017-12-19,41
2017121940,49796,2017-12-19,40
2017121939,50286,2017-12-19,39
2017121938,51074,2017-12-19,38
2017121937,51306,2017-12-19,37
2017121936,51160,2017-12-19,36
2017121935,50998,2017-12-19,35
2017121934,50696,2017-12-19,34
2017121933,50602,2017-12-19,33
2017121932,50324,2017-12-19,32
2017121931,50371,2017-12-19,31
2017121930,50316,2017-12-19,30
2017121929,50489,2017-12-19,29
2017121928,50671,2017-12-19,28
2017121927,50770,2017-12-19,27
2017121926,50877,2017-12-19,26
2017121925,50877,2017-12-19,25
2017121924,50890,2017-12-19,24
2017121923,50779,2017-12-19,23
2017121922,50680,2017-12-19,22
2017121921,50405,2017-12-19,21
2017121920,50162,2017-12-19,20
2017121919,49885,2017-12-19,19
2017121918,49574,2017-12-19,18
2017121917,49416,2017-12-19,17
2017121916,48991,2017-12-19,16
2017121915,47849,2017-12-19,15
2017121914,43064,2017-12-19,14
2017121913,37886,2017-12-19,13
2017121912,33397,2017-12-19,12
2017121911,31878,2017-12-19,11
2017121910,30926,2017-12-19,10
2017121909,30505,2017-12-19,9
2017121908,30434,2017-12-19,8
2017121907,30399,2017-12-19,7
2017121906,30568,2017-12-19,6
2017121905,30702,2017-12-19,5
2017121904,30970,2017-12-19,4
2017121903,31236,2017-12-19,3
2017121902,31789,2017-12-19,2
2017121901,31853,2017-12-19,1
2017122048,26465,2017-12-20,48
2017122047,30204,2017-12-20,47
2017122046,36215,2017-12-20,46
2017122045,38897,2017-12-20,45
2017122044,40853,2017-12-20,44
2017122043,42180,2017-12-20,43
2017122042,43603,2017-12-20,42
2017122041,44826,2017-12-20,41
2017122040,46092,2017-12-20,40
2017122039,47075,2017-12-20,39
2017122038,47731,2017-12-20,38
2017122037,47770,2017-12-20,37
2017122036,47784,2017-12-20,36
2017122035,47829,2017-12-20,35
2017122034,47844,2017-12-20,34
2017122033,47908,2017-12-20,33
2017122032,47791,2017-12-20,32
2017122031,48005,2017-12-20,31
2017122030,47809,2017-12-20,30
2017122029,47891,2017-12-20,29
2017122028,47930,2017-12-20,28
2017122027,47875,2017-12-20,27
2017122026,48018,2017-12-20,26
2017122025,48103,2017-12-20,25
2017122024,48151,2017-12-20,24
2017122023,48077,2017-12-20,23
2017122022,48035,2017-12-20,22
2017122021,47844,2017-12-20,21
2017122020,47563,2017-12-20,20
2017122019,47428,2017-12-20,19
2017122018,47329,2017-12-20,18
2017122017,47028,2017-12-20,17
2017122016,46336,2017-12-20,16
2017122015,45393,2017-12-20,15
2017122014,42075,2017-12-20,14
2017122013,38280,2017-12-20,13
2017122012,33378,2017-12-20,12
2017122011,30877,2017-12-20,11
2017122010,28742,2017-12-20,10
2017122009,28694,2017-12-20,9
2017122008,28882,2017-12-20,8
2017122007,29236,2017-12-20,7
2017122006,29880,2017-12-20,6
2017122005,30307,2017-12-20,5
2017122004,30826,2017-12-20,4
2017122003,30904,2017-12-20,3
2017122002,31284,2017-12-20,2
2017122001,31544,2017-12-20,1
2017122148,26884,2017-12-21,48
2017122147,31261,2017-12-21,47
2017122146,36254,2017-12-21,46
2017122145,37076,2017-12-21,45
2017122144,38135,2017-12-21,44
2017122143,39917,2017-12-21,43
2017122142,42480,2017-12-21,42
2017122141,43969,2017-12-21,41
2017122140,44822,2017-12-21,40
2017122139,45144,2017-12-21,39
2017122138,45551,2017-12-21,38
2017122137,45553,2017-12-21,37
2017122136,45528,2017-12-21,36
2017122135,45471,2017-12-21,35
2017122134,45410,2017-12-21,34
2017122133,45438,2017-12-21,33
2017122132,45283,2017-12-21,32
2017122131,45306,2017-12-21,31
2017122130,44986,2017-12-21,30
2017122129,44827,2017-12-21,29
2017122128,44640,2017-12-21,28
2017122127,44526,2017-12-21,27
2017122126,44426,2017-12-21,26
2017122125,44266,2017-12-21,25
2017122124,44126,2017-12-21,24
2017122123,43949,2017-12-21,23
2017122122,43916,2017-12-21,22
2017122121,43786,2017-12-21,21
2017122120,43603,2017-12-21,20
2017122119,43422,2017-12-21,19
2017122118,43233,2017-12-21,18
2017122117,43055,2017-12-21,17
2017122116,42425,2017-12-21,16
2017122115,41424,2017-12-21,15
2017122114,38555,2017-12-21,14
2017122113,34379,2017-12-21,13
2017122112,30748,2017-12-21,12
2017122111,29560,2017-12-21,11
2017122110,27480,2017-12-21,10
2017122109,26799,2017-12-21,9
2017122108,27300,2017-12-21,8
2017122107,27810,2017-12-21,7
2017122106,28165,2017-12-21,6
2017122105,28500,2017-12-21,5
2017122104,29075,2017-12-21,4
2017122103,29350,2017-12-21,3
2017122102,29896,2017-12-21,2
2017122101,30247,2017-12-21,1
2017122248,28562,2017-12-22,48
2017122247,30649,2017-12-22,47
2017122246,33884,2017-12-22,46
2017122245,34625,2017-12-22,45
2017122244,35514,2017-12-22,44
2017122243,37142,2017-12-22,43
2017122242,38810,2017-12-22,42
2017122241,38994,2017-12-22,41
2017122240,39849,2017-12-22,40
2017122239,41508,2017-12-22,39
2017122238,42778,2017-12-22,38
2017122237,42566,2017-12-22,37
2017122236,42326,2017-12-22,36
2017122235,42078,2017-12-22,35
2017122234,41857,2017-12-22,34
2017122233,41744,2017-12-22,33
2017122232,41367,2017-12-22,32
2017122231,41339,2017-12-22,31
2017122230,41277,2017-12-22,30
2017122229,41259,2017-12-22,29
2017122228,41236,2017-12-22,28
2017122227,41136,2017-12-22,27
2017122226,41036,2017-12-22,26
2017122225,40853,2017-12-22,25
2017122224,40679,2017-12-22,24
2017122223,40442,2017-12-22,23
2017122222,40368,2017-12-22,22
2017122221,40135,2017-12-22,21
2017122220,39868,2017-12-22,20
2017122219,39629,2017-12-22,19
2017122218,39378,2017-12-22,18
2017122217,39252,2017-12-22,17
2017122216,38727,2017-12-22,16
2017122215,37501,2017-12-22,15
2017122214,34632,2017-12-22,14
2017122213,30758,2017-12-22,13
2017122212,27911,2017-12-22,12
2017122211,26887,2017-12-22,11
2017122210,25816,2017-12-22,10
2017122209,25790,2017-12-22,9
2017122208,26399,2017-12-22,8
2017122207,26658,2017-12-22,7
2017122206,27520,2017-12-22,6
2017122205,27685,2017-12-22,5
2017122204,28016,2017-12-22,4
2017122203,28365,2017-12-22,3
2017122202,28912,2017-12-22,2
2017122201,29053,2017-12-22,1
2017122348,23837,2017-12-23,48
2017122347,26953,2017-12-23,47
2017122346,30403,2017-12-23,46
2017122345,30851,2017-12-23,45
2017122344,31399,2017-12-23,44
2017122343,32018,2017-12-23,43
2017122342,33266,2017-12-23,42
2017122341,34414,2017-12-23,41
2017122340,35464,2017-12-23,40
2017122339,35698,2017-12-23,39
2017122338,36166,2017-12-23,38
2017122337,36415,2017-12-23,37
2017122336,36515,2017-12-23,36
2017122335,36537,2017-12-23,35
2017122334,36482,2017-12-23,34
2017122333,36362,2017-12-23,33
2017122332,35305,2017-12-23,32
2017122331,34995,2017-12-23,31
2017122330,34940,2017-12-23,30
2017122329,34696,2017-12-23,29
2017122328,34701,2017-12-23,28
2017122327,34805,2017-12-23,27
2017122326,35124,2017-12-23,26
2017122325,35211,2017-12-23,25
2017122324,35167,2017-12-23,24
2017122323,35007,2017-12-23,23
2017122322,34889,2017-12-23,22
2017122321,34568,2017-12-23,21
2017122320,34062,2017-12-23,20
2017122319,33078,2017-12-23,19
2017122318,31600,2017-12-23,18
2017122317,30489,2017-12-23,17
2017122316,29777,2017-12-23,16
2017122315,29404,2017-12-23,15
2017122314,27072,2017-12-23,14
2017122313,25097,2017-12-23,13
2017122312,24442,2017-12-23,12
2017122311,24135,2017-12-23,11
2017122310,23930,2017-12-23,10
2017122309,23823,2017-12-23,9
2017122308,23669,2017-12-23,8
2017122307,23405,2017-12-23,7
2017122306,23778,2017-12-23,6
2017122305,24521,2017-12-23,5
2017122304,24852,2017-12-23,4
2017122303,25438,2017-12-23,3
2017122302,25600,2017-12-23,2
2017122301,25672,2017-12-23,1
2017122448,24651,2017-12-24,48
2017122447,26231,2017-12-24,47
2017122446,29397,2017-12-24,46
2017122445,29847,2017-12-24,45
2017122444,30346,2017-12-24,44
2017122443,31624,2017-12-24,43
2017122442,32561,2017-12-24,42
2017122441,33170,2017-12-24,41
2017122440,34744,2017-12-24,40
2017122439,35599,2017-12-24,39
2017122438,35907,2017-12-24,38
2017122437,35930,2017-12-24,37
2017122436,35966,2017-12-24,36
2017122435,35994,2017-12-24,35
2017122434,36032,2017-12-24,34
2017122433,35616,2017-12-24,33
2017122432,33848,2017-12-24,32
2017122431,32889,2017-12-24,31
2017122430,31764,2017-12-24,30
2017122429,31544,2017-12-24,29
2017122428,31691,2017-12-24,28
2017122427,31900,2017-12-24,27
2017122426,31986,2017-12-24,26
2017122425,32009,2017-12-24,25
2017122424,32075,2017-12-24,24
2017122423,31686,2017-12-24,23
2017122422,31204,2017-12-24,22
2017122421,30873,2017-12-24,21
2017122420,30014,2017-12-24,20
2017122419,29281,2017-12-24,19
2017122418,28066,2017-12-24,18
2017122417,26507,2017-12-24,17
2017122416,26184,2017-12-24,16
2017122415,26127,2017-12-24,15
2017122414,24793,2017-12-24,14
2017122413,24125,2017-12-24,13
2017122412,23925,2017-12-24,12
2017122411,23784,2017-12-24,11
2017122410,23640,2017-12-24,10
2017122409,23494,2017-12-24,9
2017122408,23334,2017-12-24,8
2017122407,23154,2017-12-24,7
2017122406,23029,2017-12-24,6
2017122405,23160,2017-12-24,5
2017122404,23623,2017-12-24,4
2017122403,23820,2017-12-24,3
2017122402,23796,2017-12-24,2
2017122401,23852,2017-12-24,1
2017122548,22059,2017-12-25,48
2017122547,21899,2017-12-25,47
2017122546,25574,2017-12-25,46
2017122545,26409,2017-12-25,45
2017122544,26600,2017-12-25,44
2017122543,27156,2017-12-25,43
2017122542,27498,2017-12-25,42
2017122541,27496,2017-12-25,41
2017122540,28205,2017-12-25,40
2017122539,28958,2017-12-25,39
2017122538,29532,2017-12-25,38
2017122537,29948,2017-12-25,37
2017122536,30491,2017-12-25,36
2017122535,30800,2017-12-25,35
2017122534,31261,2017-12-25,34
2017122533,31606,2017-12-25,33
2017122532,31557,2017-12-25,32
2017122531,31937,2017-12-25,31
2017122530,32472,2017-12-25,30
2017122529,32632,2017-12-25,29
2017122528,32764,2017-12-25,28
2017122527,32888,2017-12-25,27
2017122526,32952,2017-12-25,26
2017122525,32891,2017-12-25,25
2017122524,32877,2017-12-25,24
2017122523,32964,2017-12-25,23
2017122522,32763,2017-12-25,22
2017122521,32466,2017-12-25,21
2017122520,32065,2017-12-25,20
2017122519,31485,2017-12-25,19
2017122518,30118,2017-12-25,18
2017122517,28543,2017-12-25,17
2017122516,26746,2017-12-25,16
2017122515,24863,2017-12-25,15
2017122514,22381,2017-12-25,14
2017122513,21274,2017-12-25,13
2017122512,21209,2017-12-25,12
2017122511,21455,2017-12-25,11
2017122510,21704,2017-12-25,10
2017122509,21950,2017-12-25,9
2017122508,22166,2017-12-25,8
2017122507,22361,2017-12-25,7
2017122506,22576,2017-12-25,6
2017122505,22726,2017-12-25,5
2017122504,22916,2017-12-25,4
2017122503,23203,2017-12-25,3
2017122502,23497,2017-12-25,2
2017122501,23545,2017-12-25,1
2017122648,25140,2017-12-26,48
2017122647,26209,2017-12-26,47
2017122646,28592,2017-12-26,46
2017122645,28262,2017-12-26,45
2017122644,28872,2017-12-26,44
2017122643,30017,2017-12-26,43
2017122642,30951,2017-12-26,42
2017122641,31262,2017-12-26,41
2017122640,32469,2017-12-26,40
2017122639,33819,2017-12-26,39
2017122638,34449,2017-12-26,38
2017122637,34535,2017-12-26,37
2017122636,34516,2017-12-26,36
2017122635,34578,2017-12-26,35
2017122634,34652,2017-12-26,34
2017122633,34828,2017-12-26,33
2017122632,34855,2017-12-26,32
2017122631,34521,2017-12-26,31
2017122630,33313,2017-12-26,30
2017122629,32608,2017-12-26,29
2017122628,33114,2017-12-26,28
2017122627,33737,2017-12-26,27
2017122626,34080,2017-12-26,26
2017122625,33889,2017-12-26,25
2017122624,33541,2017-12-26,24
2017122623,33256,2017-12-26,23
2017122622,32526,2017-12-26,22
2017122621,31319,2017-12-26,21
2017122620,30003,2017-12-26,20
2017122619,28601,2017-12-26,19
2017122618,26392,2017-12-26,18
2017122617,24920,2017-12-26,17
2017122616,24436,2017-12-26,16
2017122615,23705,2017-12-26,15
2017122614,22630,2017-12-26,14
2017122613,21953,2017-12-26,13
2017122612,21775,2017-12-26,12
2017122611,21441,2017-12-26,11
2017122610,21221,2017-12-26,10
2017122609,21120,2017-12-26,9
2017122608,21047,2017-12-26,8
2017122607,20982,2017-12-26,7
2017122606,21232,2017-12-26,6
2017122605,21133,2017-12-26,5
2017122604,21323,2017-12-26,4
2017122603,21245,2017-12-26,3
2017122602,21169,2017-12-26,2
2017122601,21101,2017-12-26,1
2017122748,25802,2017-12-27,48
2017122747,28408,2017-12-27,47
2017122746,31830,2017-12-27,46
2017122745,32961,2017-12-27,45
2017122744,34598,2017-12-27,44
2017122743,36640,2017-12-27,43
2017122742,37942,2017-12-27,42
2017122741,38815,2017-12-27,41
2017122740,39487,2017-12-27,40
2017122739,40060,2017-12-27,39
2017122738,40451,2017-12-27,38
2017122737,40455,2017-12-27,37
2017122736,40441,2017-12-27,36
2017122735,40417,2017-12-27,35
2017122734,40249,2017-12-27,34
2017122733,40203,2017-12-27,33
2017122732,40188,2017-12-27,32
2017122731,39845,2017-12-27,31
2017122730,38844,2017-12-27,30
2017122729,38482,2017-12-27,29
2017122728,38490,2017-12-27,28
2017122727,38558,2017-12-27,27
2017122726,38665,2017-12-27,26
2017122725,38550,2017-12-27,25
2017122724,38507,2017-12-27,24
2017122723,38219,2017-12-27,23
2017122722,37962,2017-12-27,22
2017122721,37278,2017-12-27,21
2017122720,36504,2017-12-27,20
2017122719,35823,2017-12-27,19
2017122718,34496,2017-12-27,18
2017122717,32654,2017-12-27,17
2017122716,31114,2017-12-27,16
2017122715,30235,2017-12-27,15
2017122714,27424,2017-12-27,14
2017122713,25892,2017-12-27,13
2017122712,24715,2017-12-27,12
2017122711,24350,2017-12-27,11
2017122710,24237,2017-12-27,10
2017122709,24165,2017-12-27,9
2017122708,24065,2017-12-27,8
2017122707,23823,2017-12-27,7
2017122706,23997,2017-12-27,6
2017122705,24227,2017-12-27,5
2017122704,24763,2017-12-27,4
2017122703,25248,2017-12-27,3
2017122702,25305,2017-12-27,2
2017122701,25119,2017-12-27,1
2017122848,21410,2017-12-28,48
2017122847,24999,2017-12-28,47
2017122846,30963,2017-12-28,46
2017122845,33880,2017-12-28,45
2017122844,36030,2017-12-28,44
2017122843,37832,2017-12-28,43
2017122842,39379,2017-12-28,42
2017122841,40233,2017-12-28,41
2017122840,40661,2017-12-28,40
2017122839,40869,2017-12-28,39
2017122838,41221,2017-12-28,38
2017122837,41429,2017-12-28,37
2017122836,41633,2017-12-28,36
2017122835,41844,2017-12-28,35
2017122834,41896,2017-12-28,34
2017122833,42045,2017-12-28,33
2017122832,41435,2017-12-28,32
2017122831,41163,2017-12-28,31
2017122830,40614,2017-12-28,30
2017122829,40191,2017-12-28,29
2017122828,40108,2017-12-28,28
2017122827,40305,2017-12-28,27
2017122826,40707,2017-12-28,26
2017122825,40571,2017-12-28,25
2017122824,40587,2017-12-28,24
2017122823,40427,2017-12-28,23
2017122822,40269,2017-12-28,22
2017122821,39872,2017-12-28,21
2017122820,38989,2017-12-28,20
2017122819,37755,2017-12-28,19
2017122818,36731,2017-12-28,18
2017122817,35890,2017-12-28,17
2017122816,35156,2017-12-28,16
2017122815,34429,2017-12-28,15
2017122814,32178,2017-12-28,14
2017122813,29317,2017-12-28,13
2017122812,27906,2017-12-28,12
2017122811,27456,2017-12-28,11
2017122810,27400,2017-12-28,10
2017122809,27405,2017-12-28,9
2017122808,27484,2017-12-28,8
2017122807,27571,2017-12-28,7
2017122806,27653,2017-12-28,6
2017122805,27912,2017-12-28,5
2017122804,28304,2017-12-28,4
2017122803,28389,2017-12-28,3
2017122802,28477,2017-12-28,2
2017122801,28759,2017-12-28,1
2017122948,24669,2017-12-29,48
2017122947,27042,2017-12-29,47
2017122946,31202,2017-12-29,46
2017122945,34138,2017-12-29,45
2017122944,35287,2017-12-29,44
2017122943,36257,2017-12-29,43
2017122942,37153,2017-12-29,42
2017122941,37961,2017-12-29,41
2017122940,39155,2017-12-29,40
2017122939,40025,2017-12-29,39
2017122938,40509,2017-12-29,38
2017122937,40546,2017-12-29,37
2017122936,40547,2017-12-29,36
2017122935,40463,2017-12-29,35
2017122934,40295,2017-12-29,34
2017122933,40121,2017-12-29,33
2017122932,39185,2017-12-29,32
2017122931,38410,2017-12-29,31
2017122930,38136,2017-12-29,30
2017122929,38040,2017-12-29,29
2017122928,38007,2017-12-29,28
2017122927,38130,2017-12-29,27
2017122926,38372,2017-12-29,26
2017122925,38211,2017-12-29,25
2017122924,38332,2017-12-29,24
2017122923,38374,2017-12-29,23
2017122922,38361,2017-12-29,22
2017122921,38243,2017-12-29,21
2017122920,38103,2017-12-29,20
2017122919,37999,2017-12-29,19
2017122918,37774,2017-12-29,18
2017122917,37501,2017-12-29,17
2017122916,35918,2017-12-29,16
2017122915,34363,2017-12-29,15
2017122914,31002,2017-12-29,14
2017122913,28759,2017-12-29,13
2017122912,27496,2017-12-29,12
2017122911,26619,2017-12-29,11
2017122910,26611,2017-12-29,10
2017122909,26249,2017-12-29,9
2017122908,25832,2017-12-29,8
2017122907,25683,2017-12-29,7
2017122906,26147,2017-12-29,6
2017122905,26202,2017-12-29,5
2017122904,26557,2017-12-29,4
2017122903,26815,2017-12-29,3
2017122902,26726,2017-12-29,2
2017122901,26771,2017-12-29,1
2017123048,25277,2017-12-30,48
2017123047,26844,2017-12-30,47
2017123046,30529,2017-12-30,46
2017123045,31225,2017-12-30,45
2017123044,31631,2017-12-30,44
2017123043,32209,2017-12-30,43
2017123042,33817,2017-12-30,42
2017123041,35248,2017-12-30,41
2017123040,36360,2017-12-30,40
2017123039,36847,2017-12-30,39
2017123038,37151,2017-12-30,38
2017123037,37407,2017-12-30,37
2017123036,37607,2017-12-30,36
2017123035,37741,2017-12-30,35
2017123034,37685,2017-12-30,34
2017123033,37162,2017-12-30,33
2017123032,35799,2017-12-30,32
2017123031,34847,2017-12-30,31
2017123030,34503,2017-12-30,30
2017123029,34465,2017-12-30,29
2017123028,34467,2017-12-30,28
2017123027,34498,2017-12-30,27
2017123026,34457,2017-12-30,26
2017123025,34353,2017-12-30,25
2017123024,34228,2017-12-30,24
2017123023,33783,2017-12-30,23
2017123022,33295,2017-12-30,22
2017123021,32727,2017-12-30,21
2017123020,32109,2017-12-30,20
2017123019,31264,2017-12-30,19
2017123018,29970,2017-12-30,18
2017123017,28735,2017-12-30,17
2017123016,27479,2017-12-30,16
2017123015,27424,2017-12-30,15
2017123014,26983,2017-12-30,14
2017123013,26070,2017-12-30,13
2017123012,25334,2017-12-30,12
2017123011,25393,2017-12-30,11
2017123010,25473,2017-12-30,10
2017123009,25322,2017-12-30,9
2017123008,25428,2017-12-30,8
2017123007,25676,2017-12-30,7
