,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPumpedStorage,HydroRunOfRiver,Nuclear,OffWind,OnWind,Other,Solar,settlementDate,settlementPeriod
2017032340,0,19796,3209,0,1791,1322,7398,3349.595,2461.716,2091,0,3/23/2017,40
2017032339,0,20340,3208,0,1758,1320,7397,3393.903,2399.054,2041,0,3/23/2017,39
2017032338,0,19631,3045,0,1275,1317,7383,3452.166,2459.369,2049,0,3/23/2017,38
2017032337,0,18690,3092,0,478,1294,7388,3322.809,2292.488,2051,157,3/23/2017,37
2017032336,0,18288,3028,0,302,1175,7384,3304.293,2447.26,2047,474,3/23/2017,36
2017032335,0,17297,2850,0,302,1165,7386,3294.87,2468.937,2049,1130,3/23/2017,35
2017032334,0,16754,2296,0,302,999,7388,3243.691,2504.358,1989,1800,3/23/2017,34
2017032333,0,15546,2276,0,302,994,7386,3268.675,2538.171,2040,2400,3/23/2017,33
2017032332,0,14682,2175,0,330,922,7375,3196.716,2593.497,2050,2980,3/23/2017,32
2017032331,0,14802,1831,0,310,927,7382,3182.253,2678.324,2048,3330,3/23/2017,31
2017032330,0,14548,2158,0,305,906,7376,3209.008,2736.553,2048,3670,3/23/2017,30
2017032329,0,14691,2122,0,342,891,7370,3162.643,2780.151,2046,3800,3/23/2017,29
2017032328,0,14540,2071,0,374,898,7372,3219.138,2890.105,2046,3860,3/23/2017,28
2017032327,0,14744,2260,0,302,915,7300,3196.337,3075.862,2047,3920,3/23/2017,27
2017032326,0,15675,2545,0,309,950,7293,3081.325,3027.772,2068,4060,3/23/2017,26
2017032325,0,15697,2567,0,442,965,7299,2735.226,3043.49,2093,4090,3/23/2017,25
2017032324,0,16083,2616,0,301,999,7372,2635.054,2994.686,2094,4070,3/23/2017,24
2017032323,0,16154,2618,0,329,1081,7384,2443.877,3003.121,2093,4090,3/23/2017,23
2017032322,0,16189,2613,0,301,1095,7363,2470.782,3009.768,2093,3920,3/23/2017,22
2017032321,0,16620,2618,0,303,1097,7362,2493.752,3081.701,2093,3460,3/23/2017,21
2017032320,0,17504,2622,0,329,1089,7362,2502.464,3076.25,2095,2800,3/23/2017,20
2017032319,0,17505,2616,0,759,1204,7358,2271.254,3105.123,2094,2080,3/23/2017,19
2017032318,0,17432,2617,0,911,1237,7357,2142.25,2937.486,2090,1490,3/23/2017,18
2017032317,0,17439,2510,0,1113,1131,7366,2085.53,2846.3,2094,1060,3/23/2017,17
2017032316,0,17235,2379,0,522,1084,7363,1921.959,2884.199,2093,666,3/23/2017,16
2017032315,0,15292,2224,0,344,1012,7347,1835.917,2999.77,2092,375,3/23/2017,15
2017032314,0,12905,2156,0,0,794,7359,1766.265,3006.892,2090,188,3/23/2017,14
2017032313,0,11424,1891,0,0,785,7335,1637.742,3050.594,2092,41,3/23/2017,13
2017032312,0,10464,1567,0,0,783,7328,1489.699,3124.404,2095,0,3/23/2017,12
2017032311,0,9671,1413,0,0,791,7316,1345.264,3293.131,2093,0,3/23/2017,11
2017032310,0,9298,1377,0,0,728,7310,1407.299,3283.069,2093,0,3/23/2017,10
2017032309,0,9716,1368,0,0,727,7318,1357.011,3351.41,2050,0,3/23/2017,9
2017032308,0,10217,1398,0,0,647,7308,1261.035,3406.848,2090,0,3/23/2017,8
2017032307,0,10663,1495,0,0,600,7315,1193.076,3481.54,2094,0,3/23/2017,7
2017032306,0,11107,1536,0,0,604,7303,1188.735,3408.959,1996,0,3/23/2017,6
2017032305,0,11255,1457,0,0,606,7305,1210.498,3339.262,2088,0,3/23/2017,5
2017032304,0,11910,1475,0,0,621,7291,1189.782,3331.026,2090,0,3/23/2017,4
2017032303,0,11966,1680,0,0,690,7290,1224.855,3381.797,2080,0,3/23/2017,3
2017032302,0,11630,1531,0,0,659,7281,1182.301,3419.144,2091,0,3/23/2017,2
2017032301,0,10875,1402,0,0,667,7286,1120.557,3467.259,2093,0,3/23/2017,1
2017032448,0,12944,1467,0,0,782,7359,1462.599,1305.501,2091,0,3/24/2017,48
2017032447,0,13610,1570,0,99,791,7353,1541.449,1257.828,2091,0,3/24/2017,47
2017032446,0,14226,1929,0,352,993,7371,1628.671,1279.004,2090,0,3/24/2017,46
2017032445,0,15472,2261,0,586,1119,7361,1754.895,1208.875,2064,0,3/24/2017,45
2017032444,0,16583,2199,0,1146,1154,7362,1822.341,1274.127,2091,0,3/24/2017,44
2017032443,0,18135,2594,0,847,1172,7376,1797.025,1340.555,2091,0,3/24/2017,43
2017032442,0,18986,2677,0,1005,1270,7379,1774.171,1407.062,2091,0,3/24/2017,42
2017032441,0,19301,3032,0,1755,1274,7372,1787.158,1371.929,2093,0,3/24/2017,41
2017032440,0,19514,3551,0,1864,1354,7360,1756.788,1267.051,2092,0,3/24/2017,40
2017032439,0,19951,3801,0,2013,1356,7361,1677.819,1327.786,2089,0,3/24/2017,39
2017032438,0,19101,3492,0,1723,1356,7354,1626.694,1405.797,2080,0,3/24/2017,38
2017032437,0,18398,2968,0,1639,1317,7360,1599.028,1462.683,2090,205,3/24/2017,37
2017032436,0,18666,2674,0,885,1233,7347,1607.577,1616.877,2090,589,3/24/2017,36
2017032434,0,16663,2216,0,640,1207,7330,1753.035,1698.729,2091,2180,3/24/2017,34
2017032433,0,15770,2048,0,441,1082,7341,1807.777,1693.684,2090,3070,3/24/2017,33
2017032432,0,15527,1927,0,303,915,7330,1636.708,1722.616,2090,3980,3/24/2017,32
2017032431,0,15242,1925,0,302,881,7341,1485.656,1725.453,2091,4710,3/24/2017,31
2017032430,0,15406,1976,0,301,878,7342,1461.662,1827.583,2088,5140,3/24/2017,30
2017032429,0,15932,1774,0,357,838,7330,1436.983,1840.444,2088,7885,3/24/2017,29
2017032428,0,16556,1703,0,184,884,7337,1518.557,1885.605,2087,5430,3/24/2017,28
2017032427,0,16784,1778,0,343,984,7338,1400.966,1866.706,2089,5310,3/24/2017,27
2017032426,0,17176,1930,0,423,1090,7348,1474.545,1873.953,2090,5200,3/24/2017,26
2017032425,0,17093,1956,0,610,1091,7331,1590.823,1867.986,2088,5130,3/24/2017,25
2017032424,0,17407,1943,0,720,1119,7338,1679.518,1860.612,2091,4890,3/24/2017,24
2017032423,0,17686,1871,0,890,1128,7333,1642.954,1770.058,2075,4480,3/24/2017,23
2017032422,0,17627,2225,0,887,1149,7315,1868.319,1797.508,2081,3900,3/24/2017,22
2017032421,0,17944,2429,0,913,1180,7328,1847.501,1845.348,2073,3360,3/24/2017,21
2017032420,0,17942,2467,0,1443,1277,7294,2021.37,1839.884,2088,2970,3/24/2017,20
2017032419,0,18301,2466,0,1093,1288,7322,2012.588,1825.044,2090,2480,3/24/2017,19
2017032418,0,18058,2407,0,1205,1290,7316,2165.687,1791.107,2091,1970,3/24/2017,18
2017032417,0,17588,2422,0,846,1296,7314,2410.632,1877.698,2091,1453,3/24/2017,17
2017032416,0,17568,2224,0,602,1119,7315,2387.967,1843.847,2092,1080,3/24/2017,16
2017032415,0,15146,2153,0,428,1111,7306,2514.238,1906.245,2086,651,3/24/2017,15
2017032414,0,13094,1892,0,0,853,7307,2534.517,1945.139,2059,313,3/24/2017,14
2017032413,0,11419,1683,0,0,808,7308,2517.006,1858.606,2092,84,3/24/2017,13
2017032412,0,9937,1465,0,0,789,7312,2588.361,1908.312,2090,2,3/24/2017,12
2017032411,0,8902,1420,0,0,789,7284,2706.461,1949.422,2092,0,3/24/2017,11
2017032410,0,8770,1408,0,0,759,7291,2733.326,1982.033,2091,0,3/24/2017,10
2017032409,0,8871,1399,0,0,756,7293,2786.977,1955.707,2091,0,3/24/2017,9
2017032408,0,9293,1406,0,0,761,7264,2816.805,1948.097,2093,0,3/24/2017,8
2017032407,0,9889,1409,0,0,756,7408,2811.771,1898.184,2035,0,3/24/2017,7
2017032406,0,10016,1520,0,0,762,7399,2690.78,1932.657,2090,0,3/24/2017,6
2017032405,0,10162,1526,0,0,763,7404,2746.919,1941.151,2089,0,3/24/2017,5
2017032404,0,10813,1578,0,0,754,7400,2754.471,2016.881,2089,0,3/24/2017,4
2017032403,0,11108,1754,0,0,754,7408,2932.525,1991.551,2088,0,3/24/2017,3
2017032402,0,10831,1754,0,0,781,7413,2984.428,2044.313,2092,0,3/24/2017,2
2017032401,0,10216,1628,0,0,798,7411,3023.724,2017.614,2090,0,3/24/2017,1
2017032548,0,11725,607,0,0,851,7337,1573.915,880.352,2037,0,3/25/2017,48
2017032547,0,12323,770,0,0,851,7341,1596.475,894.75,2091,0,3/25/2017,47
2017032546,0,13684,872,0,347,950,7342,1529.93,923.421,2090,0,3/25/2017,46
2017032545,0,14890,819,0,390,954,7338,1510.781,933.605,2091,0,3/25/2017,45
2017032544,0,16300,777,0,303,1013,7349,1539.774,971.043,2048,0,3/25/2017,44
2017032543,0,17322,938,0,350,1019,7349,1611.164,979.355,2049,0,3/25/2017,43
2017032542,0,18227,1255,0,397,1135,7348,1613.71,977.839,2048,0,3/25/2017,42
2017032541,0,18599,1402,0,1058,1296,7341,1632.873,952.152,2046,0,3/25/2017,41
2017032540,0,18753,1375,0,1616,1282,7337,1635.283,990.521,2045,0,3/25/2017,40
2017032539,0,18844,1497,0,1991,1281,7331,1604.994,1096.937,2047,0,3/25/2017,39
2017032538,0,17277,1237,0,1970,1271,7343,1610.629,1153.791,2046,0,3/25/2017,38
2017032537,0,16961,1142,0,839,1280,7330,1663.294,1152.22,2046,198,3/25/2017,37
2017032536,0,16064,1088,0,317,1212,7330,1663.435,1158.727,2046,721,3/25/2017,36
2017032535,0,14665,735,0,301,1084,7334,1622.05,1131.789,2090,1550,3/25/2017,35
2017032534,0,13183,379,0,399,970,7322,1580.249,1221.118,2091,2450,3/25/2017,34
2017032533,0,11554,331,0,302,928,7329,1538.068,1271.97,2091,3440,3/25/2017,33
2017032532,0,10235,385,0,363,884,7330,1491.246,1298.333,2090,4410,3/25/2017,32
2017032531,0,9936,403,0,358,756,7321,1473.612,1299.74,2074,5320,3/25/2017,31
2017032530,0,9849,373,0,354,763,7284,1426.778,1352.17,2087,6040,3/25/2017,30
2017032529,0,9917,338,0,417,766,7176,1417.524,1402.315,2088,6600,3/25/2017,29
2017032528,0,10274,316,0,330,843,7128,1374.983,1443.642,2074,7040,3/25/2017,28
2017032527,0,10589,321,0,348,846,7132,1290.512,1403,2092,7350,3/25/2017,27
2017032526,0,11099,389,0,305,842,7127,1257.082,1367.606,2091,7600,3/25/2017,26
2017032525,0,11512,476,0,304,861,7137,1295.228,1394.712,2092,7690,3/25/2017,25
2017032524,0,11624,522,0,404,989,7120,1269.414,1345.089,2091,7600,3/25/2017,24
2017032523,0,11987,499,0,305,1008,7245,1230.549,1370.922,2091,7310,3/25/2017,23
2017032522,0,12588,502,0,270,1006,7343,1261.933,1369.762,2089,6880,3/25/2017,22
2017032521,0,13293,550,0,353,1144,7329,1209.564,1389.84,2092,6420,3/25/2017,21
2017032520,0,13737,549,0,301,1125,7344,1176.386,1464.008,2092,5730,3/25/2017,20
2017032519,0,13722,568,0,349,1118,7346,1155.336,1518.954,2092,5060,3/25/2017,19
2017032518,0,13661,624,0,302,1047,7342,1061.322,1496.206,2090,4140,3/25/2017,18
2017032517,0,13243,598,0,303,988,7339,1029.893,1541.124,2091,2543,3/25/2017,17
2017032516,0,12482,867,0,305,913,7346,982.126,1564.912,2089,2380,3/25/2017,16
2017032515,0,11760,922,0,0,939,7334,1008.163,1567.877,2091,1460,3/25/2017,15
2017032514,0,11335,917,0,0,819,7340,1026.679,1644.672,2091,744,3/25/2017,14
2017032513,0,11621,802,0,0,725,7334,1036.161,1558.193,2034,204,3/25/2017,13
2017032512,0,11588,757,0,0,724,7327,1091.774,1582.411,2046,44,3/25/2017,12
2017032511,0,11019,769,0,0,711,7343,1198.088,1605.376,2084,0,3/25/2017,11
2017032510,0,10834,788,0,0,694,7341,1167.321,1598.732,2090,0,3/25/2017,10
2017032509,0,10949,808,0,0,703,7337,1172.326,1628.754,2090,0,3/25/2017,9
2017032508,0,11236,857,0,0,693,7318,1236.726,1522.825,2089,0,3/25/2017,8
2017032507,0,11766,935,0,0,688,7278,1292.69,1487.898,2091,0,3/25/2017,7
2017032506,0,12279,872,0,0,688,7122,1197.514,1491.323,2091,0,3/25/2017,6
2017032505,0,12338,935,0,0,772,7121,1155.996,1478.094,2075,0,3/25/2017,5
2017032503,0,12806,1300,0,87,989,7123,1229.183,1462.71,2070,0,3/25/2017,3
2017032502,0,12900,1474,0,67,986,7156,1334.97,1435.069,2077,0,3/25/2017,2
2017032501,0,12266,1395,0,0,745,7359,1405.102,1411.741,2075,0,3/25/2017,1
2017032646,0,10273,750,0,0,726,7360,1352.244,1608.874,2092,0,3/26/2017,46
2017032645,0,11173,763,0,0,832,7366,1455.334,1639.348,2093,0,3/26/2017,45
2017032644,0,12650,643,0,353,834,7355,1672.687,1656.946,2091,0,3/26/2017,44
2017032643,0,14151,558,0,522,835,7363,1793.064,1731.604,2091,0,3/26/2017,43
2017032642,0,15460,611,0,301,908,7364,1973.27,1727.226,2090,0,3/26/2017,42
2017032641,0,16659,619,0,899,1075,7344,1978.924,1635.829,2045,0,3/26/2017,41
2017032640,0,16727,620,0,1053,1245,7351,2131.311,1569.412,2092,0,3/26/2017,40
2017032639,0,16845,642,0,1505,1249,7342,2087.179,1528.312,2091,0,3/26/2017,39
2017032638,0,16151,641,0,738,1248,7308,2017.251,1510.83,2091,0,3/26/2017,38
2017032637,0,15292,549,0,409,1163,7247,1863.911,1526.273,2089,258,3/26/2017,37
2017032636,0,14263,642,0,453,1198,7142,1751.403,1511.372,2092,526,3/26/2017,36
2017032635,0,13697,571,0,435,1112,7131,1798.893,1445.414,2094,1140,3/26/2017,35
2017032634,0,12973,549,0,346,1006,7137,1575.956,1446.322,2093,1900,3/26/2017,34
2017032633,0,12188,550,0,353,966,7126,1343.555,1357.389,2091,2760,3/26/2017,33
2017032632,0,11535,549,0,306,937,7136,1170.624,1317.656,2092,3600,3/26/2017,32
2017032631,0,10633,548,0,376,928,7132,1035.944,1327.78,2091,4430,3/26/2017,31
2017032630,0,9836,495,0,350,850,7321,992.68,1318.757,2091,5180,3/26/2017,30
2017032629,0,9446,456,0,354,824,7345,995.676,1339.593,2089,5760,3/26/2017,29
2017032628,0,9238,506,0,309,823,7350,1125.593,1383.646,2091,6390,3/26/2017,28
2017032627,0,9308,550,0,351,822,7335,1019.336,1398.852,2089,6930,3/26/2017,27
2017032626,0,9565,552,0,326,823,7348,1041.074,1381.236,2091,7300,3/26/2017,26
2017032625,0,10204,456,0,332,823,7349,1060.853,1367.785,2093,7430,3/26/2017,25
2017032624,0,10623,454,0,324,883,7329,1053.992,1305.612,2091,7470,3/26/2017,24
2017032623,0,10913,480,0,312,891,7336,1060.444,1267.184,2094,7320,3/26/2017,23
2017032622,0,11217,538,0,301,922,7345,1070.116,1152.938,2090,6970,3/26/2017,22
2017032621,0,11539,549,0,302,977,7350,1153.296,1106.678,2085,6460,3/26/2017,21
2017032620,0,11541,516,0,302,998,7342,1186.746,1050.116,2090,5780,3/26/2017,20
2017032619,0,11281,489,0,325,1004,7341,1316.14,1120.751,2089,4900,3/26/2017,19
2017032618,0,11104,591,0,301,994,7347,1303.45,1091.99,2088,4010,3/26/2017,18
2017032617,0,10829,549,0,373,995,7350,1401.328,1073.44,2087,3110,3/26/2017,17
2017032616,0,10250,549,0,301,921,7335,1439.407,1043.167,2092,2170,3/26/2017,16
2017032615,0,10370,728,0,0,918,7332,1370.747,973.914,2090,1320,3/26/2017,15
2017032614,0,11029,874,0,0,905,7327,1340.994,969.086,2081,662,3/26/2017,14
2017032613,0,10208,862,0,0,892,7308,1451.134,954.737,2078,175,3/26/2017,13
2017032612,0,10098,611,0,0,831,7200,1603.945,1011.664,2082,109,3/26/2017,12
2017032611,0,9769,552,0,0,769,7149,1549.064,1039.678,2084,0,3/26/2017,11
2017032610,0,9588,554,0,0,743,7141,1498.612,1035.472,2083,0,3/26/2017,10
2017032609,0,9902,555,0,0,755,7150,1459.194,982.024,2084,0,3/26/2017,9
2017032608,0,10098,558,0,0,728,7136,1431.193,969.577,2089,0,3/26/2017,8
2017032607,0,10271,607,0,0,739,7164,93.703,737.978,2091,0,3/26/2017,7
2017032606,0,10208,631,0,0,720,7333,95.782,719.828,2090,0,3/26/2017,6
2017032605,0,10568,622,0,0,729,7331,1457.849,938.869,2090,0,3/26/2017,5
2017032601,0,11060,660,0,0,801,7350,1483.264,876.952,2090,0,3/26/2017,1
2017032748,0,14249,898,0,0,671,7185,686.174,1203.945,2077,0,3/27/2017,48
2017032747,0,14916,1152,0,0,739,7374,525.746,1167.805,2091,0,3/27/2017,47
2017032746,0,15987,1788,0,307,865,7367,582.952,1116.163,2091,0,3/27/2017,46
2017032745,0,18076,2038,0,339,876,7373,659.828,1067.26,2087,0,3/27/2017,45
2017032744,0,20174,2323,0,302,918,7363,582.95,1033.4,2081,0,3/27/2017,44
2017032743,0,21998,2605,0,334,989,7359,472.298,1039.87,2090,0,3/27/2017,43
2017032742,0,22026,2609,0,1086,1257,7352,447.355,1027.483,2091,0,3/27/2017,42
2017032741,0,22968,2653,0,1079,1253,7363,513.145,960.327,2089,0,3/27/2017,41
2017032740,0,21787,2633,0,1215,1255,7359,449.565,967.891,2090,0,3/27/2017,40
2017032739,0,21237,2478,0,1044,1185,7361,454.751,961.345,2090,150,3/27/2017,39
2017032738,0,21455,2445,0,355,1191,7354,412.26,998.14,2089,448,3/27/2017,38
2017032737,0,20927,2330,0,445,1189,7353,444.976,1031.606,2089,1130,3/27/2017,37
2017032736,0,20627,2168,0,327,1022,7354,434.587,1118.083,2090,1940,3/27/2017,36
2017032735,0,19881,1986,0,414,1013,7346,361.568,1194.316,2089,2820,3/27/2017,35
2017032734,0,18979,1913,0,325,931,7281,336.904,1236.869,2090,3690,3/27/2017,34
2017032733,0,18360,1898,0,327,882,7149,301.316,1195.989,2091,4380,3/27/2017,33
2017032732,0,17621,1838,0,302,806,7152,315.042,1214.553,2089,4910,3/27/2017,32
2017032731,0,17409,1903,0,303,821,7151,285.905,1175.611,2088,8973,3/27/2017,31
2017032730,0,17991,1915,0,301,792,7151,303.055,1194.643,2088,5570,3/27/2017,30
2017032729,0,18639,1878,0,151,796,7156,313.07,1152.427,2083,5660,3/27/2017,29
2017032728,0,18690,2119,0,340,782,7167,349.385,1251.475,2090,5640,3/27/2017,28
2017032727,0,19719,1944,0,362,760,7309,343.194,1238.278,2089,5500,3/27/2017,27
2017032726,0,20344,1967,0,411,908,7360,342.611,1160.564,2083,5240,3/27/2017,26
2017032725,0,20465,1998,0,448,960,7365,385.264,1144.854,2086,4890,3/27/2017,25
2017032724,0,20896,2011,0,347,988,7353,429.178,1099.995,2074,4370,3/27/2017,24
2017032723,0,21074,2005,0,592,911,7364,489.823,1210.254,2092,3810,3/27/2017,23
2017032722,0,21237,2311,0,623,1085,7362,492.178,1151.733,2091,3250,3/27/2017,22
2017032721,0,21294,2467,0,910,1250,7360,541.442,1055.194,2089,2580,3/27/2017,21
2017032720,0,21428,2255,0,1267,1254,7361,562.563,954.048,2091,1980,3/27/2017,20
2017032719,0,21247,2300,0,1433,1226,7350,550.779,937.268,2085,1460,3/27/2017,19
2017032718,0,21042,2246,0,1274,1276,7356,600.166,902.709,2076,1000,3/27/2017,18
2017032717,0,20633,2201,0,1276,1276,7363,642.734,897.243,2057,620,3/27/2017,17
2017032716,0,19454,2063,0,1310,1202,7353,683.029,842.685,2063,307,3/27/2017,16
2017032715,0,17842,1721,0,488,1023,7360,705.867,882.254,2080,99,3/27/2017,15
2017032714,0,15223,1664,0,149,772,7356,631.945,880.163,2092,115,3/27/2017,14
2017032713,0,13323,1411,0,0,750,7352,666.374,937.373,2090,0,3/27/2017,13
2017032712,0,12078,1011,0,0,714,7350,649.625,1005.574,2092,0,3/27/2017,12
2017032711,0,11250,723,0,0,672,7293,707.089,1085.344,2091,0,3/27/2017,11
2017032710,0,10623,638,0,0,646,7153,706.752,1272.469,2092,0,3/27/2017,10
2017032709,0,10738,611,0,0,629,7147,747.15,1197.532,2090,0,3/27/2017,9
2017032708,0,10825,586,0,0,629,7148,755.529,1266.05,2092,0,3/27/2017,8
2017032707,0,11071,563,0,0,632,7151,801.761,1292.52,2092,0,3/27/2017,7
2017032706,0,11187,539,0,0,638,7159,955.273,1458.074,2092,0,3/27/2017,6
2017032705,0,11187,531,0,0,639,7164,1229.359,1449.352,2090,0,3/27/2017,5
2017032704,0,10279,531,0,0,658,7355,1322.714,1562.493,2090,0,3/27/2017,4
2017032703,0,9801,530,0,0,657,7347,1279.367,1509.611,2091,0,3/27/2017,3
2017032702,0,10001,531,0,0,654,7348,1117.151,1573.417,2092,0,3/27/2017,2
2017032701,0,9734,531,0,0,657,7363,1172.823,1558.398,2086,0,3/27/2017,1
2017032848,0,12230,880,0,0,787,7529,2253.88,1413.771,1503,0,3/28/2017,48
2017032847,0,13380,854,0,0,909,7525,2222.618,1360.326,1445,0,3/28/2017,47
2017032846,0,13852,1490,0,313,904,7529,2182.479,1460.458,2044,0,3/28/2017,46
2017032845,0,15970,1713,0,385,953,7518,2267.664,1478.76,2089,0,3/28/2017,45
2017032844,0,17958,1702,0,305,1040,7521,2130.522,1481.15,2084,0,3/28/2017,44
2017032843,0,20138,1804,0,444,1036,7524,1897.307,1422.337,2086,0,3/28/2017,43
2017032842,0,20858,1793,0,859,1145,7522,1930.222,1434.816,2085,0,3/28/2017,42
2017032841,0,21690,1823,0,1047,1282,7521,1749.386,1376.921,2080,0,3/28/2017,41
2017032840,0,21291,1677,0,909,1277,7516,1552.135,1347.119,2078,0,3/28/2017,40
2017032839,0,21365,1776,0,308,1282,7522,1623.082,1355.189,2069,54,3/28/2017,39
2017032838,0,21310,1884,0,300,1220,7520,1698.085,1367.792,2070,266,3/28/2017,38
2017032837,0,21524,1878,0,476,1125,7507,1646.121,1323.772,2009,555,3/28/2017,37
2017032836,0,21684,1877,0,309,1028,7514,1520.716,1357.784,2010,947,3/28/2017,36
2017032835,0,21799,1766,0,315,912,7500,1407.058,1384.154,2009,1340,3/28/2017,35
2017032834,0,21216,1602,0,335,805,7494,1274.966,1433.249,2014,1850,3/28/2017,34
2017032833,0,20347,1574,0,307,736,7499,1042.721,1440.911,2018,2390,3/28/2017,33
2017032832,0,19520,1568,0,368,688,7490,896.125,1336.953,1989,3070,3/28/2017,32
2017032831,0,19926,1143,0,336,676,7499,826.189,1337.636,1686,4566,3/28/2017,31
2017032830,0,19909,1098,0,382,676,7498,700.499,1308.573,1666,4170,3/28/2017,30
2017032829,0,20031,1098,0,314,673,7492,574.283,1257.086,1675,4740,3/28/2017,29
2017032828,0,20141,1097,0,313,673,7499,436.93,1149.481,1808,5010,3/28/2017,28
2017032827,0,20726,1097,0,317,673,7492,494.462,1174.778,1992,5030,3/28/2017,27
2017032826,0,21046,1097,0,314,715,7496,508.075,1076.018,2009,4800,3/28/2017,26
2017032825,0,21664,1142,0,301,706,7484,473.315,1058.39,1995,4720,3/28/2017,25
2017032824,0,21939,1165,0,343,733,7463,366.835,971.952,2010,4360,3/28/2017,24
2017032823,0,22158,1680,0,331,746,7465,294.29,958.431,2007,3920,3/28/2017,23
2017032822,0,22379,1704,0,569,966,7458,324.896,935.153,2051,3340,3/28/2017,22
2017032820,0,22563,1703,0,1003,1080,7486,362.365,956.601,2090,2240,3/28/2017,20
2017032819,0,22875,1702,0,519,1078,7466,381.069,1013.476,2090,1750,3/28/2017,19
2017032818,0,22907,1702,0,633,1098,7466,386.522,1050.739,2085,1210,3/28/2017,18
2017032817,0,22545,1732,0,1075,1087,7456,369.599,1092.178,2049,750,3/28/2017,17
2017032816,0,21677,1642,0,827,922,7410,406.063,1097.181,2021,373,3/28/2017,16
2017032815,0,19340,1448,0,462,797,7369,485.068,1081.696,2051,121,3/28/2017,15
2017032814,0,17280,1200,0,241,657,7370,470.942,1113.288,2090,25,3/28/2017,14
2017032813,0,15286,875,0,0,625,7366,477.058,1140.634,2089,0,3/28/2017,13
2017032812,0,13715,598,0,0,627,7364,454.098,1157.025,2093,0,3/28/2017,12
2017032811,0,13044,598,0,0,629,7371,451.902,1125.653,2033,0,3/28/2017,11
2017032810,0,12476,598,0,0,563,7367,461.726,1124.359,2091,0,3/28/2017,10
2017032809,0,12472,598,0,0,530,7376,553.402,1137.372,2090,0,3/28/2017,9
2017032808,0,12761,599,0,0,509,7371,553.398,1145.478,2091,0,3/28/2017,8
2017032807,0,12788,599,0,0,511,7362,542.555,1161.464,2084,0,3/28/2017,7
2017032806,0,13014,599,0,0,512,7345,562.98,1210.913,2086,0,3/28/2017,6
2017032805,0,13365,599,0,0,498,7217,625.113,1247.681,2088,0,3/28/2017,5
2017032804,0,12945,599,0,0,553,7159,682.579,1259.2,2087,0,3/28/2017,4
2017032803,0,12177,598,0,0,556,7153,729.506,1263.886,2090,0,3/28/2017,3
2017032802,0,11783,833,0,0,595,7166,782.023,1218.919,2089,0,3/28/2017,2
2017032801,0,12798,830,0,0,607,7164,754.531,1196.231,2091,0,3/28/2017,1
2017032948,0,8506,541,0,32,638,7552,2236.505,3404.074,2089,0,3/29/2017,48
2017032947,0,9864,752,0,0,665,7563,2398.886,3506.273,2089,0,3/29/2017,47
2017032946,0,11443,722,0,313,663,7563,2280.386,3283.221,2083,0,3/29/2017,46
2017032945,0,13684,1114,0,328,682,7565,2175.374,3285.69,2085,0,3/29/2017,45
2017032944,0,15736,1090,0,497,787,7559,1938.38,3263.221,2092,0,3/29/2017,44
2017032943,0,17508,1080,0,368,924,7558,2041.512,3532.042,2090,0,3/29/2017,43
2017032942,0,18224,1118,0,382,1011,7562,2271.832,3553.014,2089,0,3/29/2017,42
2017032941,0,18849,1118,0,1199,1154,7557,2311.633,3507.641,2086,61,3/29/2017,41
