,TSDF,settlementDate,settlementPeriod
2016011802,32987,1/18/2016,2
2016011803,31333,1/18/2016,3
2016011804,31072,1/18/2016,4
2016011805,30829,1/18/2016,5
2016011806,31007,1/18/2016,6
2016011807,30752,1/18/2016,7
2016011808,30258,1/18/2016,8
2016011809,30033,1/18/2016,9
2016011810,30204,1/18/2016,10
2016011811,30625,1/18/2016,11
2016011812,31471,1/18/2016,12
2016011813,34096,1/18/2016,13
2016011814,37425,1/18/2016,14
2016011815,41916,1/18/2016,15
2016011816,44457,1/18/2016,16
2016011817,45300,1/18/2016,17
2016011818,45472,1/18/2016,18
2016011819,46488,1/18/2016,19
2016011820,47077,1/18/2016,20
2016011821,47388,1/18/2016,21
2016011822,48042,1/18/2016,22
2016011823,48028,1/18/2016,23
2016011824,47856,1/18/2016,24
2016011825,48106,1/18/2016,25
2016011826,48028,1/18/2016,26
2016011827,47983,1/18/2016,27
2016011828,47884,1/18/2016,28
2016011829,48011,1/18/2016,29
2016011830,47808,1/18/2016,30
2016011831,47880,1/18/2016,31
2016011832,48850,1/18/2016,32
2016011833,50151,1/18/2016,33
2016011834,51576,1/18/2016,34
2016011835,52559,1/18/2016,35
2016011836,52346,1/18/2016,36
2016011837,51737,1/18/2016,37
2016011838,51092,1/18/2016,38
2016011839,50394,1/18/2016,39
2016011840,49645,1/18/2016,40
2016011841,48299,1/18/2016,41
2016011842,46439,1/18/2016,42
2016011843,44283,1/18/2016,43
2016011844,41720,1/18/2016,44
2016011845,39441,1/18/2016,45
2016011846,37099,1/18/2016,46
2016011847,34767,1/18/2016,47
2016011848,34336,1/18/2016,48
2016011901,34937,1/19/2016,1
2016011902,35576,1/19/2016,2
2016011903,34776,1/19/2016,3
2016011904,34308,1/19/2016,4
2016011905,33763,1/19/2016,5
2016011906,33744,1/19/2016,6
2016011907,33542,1/19/2016,7
2016011908,32837,1/19/2016,8
2016011909,32488,1/19/2016,9
2016011910,32555,1/19/2016,10
2016011911,33424,1/19/2016,11
2016011912,34439,1/19/2016,12
2016011913,37812,1/19/2016,13
2016011914,40764,1/19/2016,14
2016011915,44696,1/19/2016,15
2016011916,47200,1/19/2016,16
2016011917,47618,1/19/2016,17
2016011918,47451,1/19/2016,18
2016011919,48022,1/19/2016,19
2016011920,48265,1/19/2016,20
2016011921,48298,1/19/2016,21
2016011922,48061,1/19/2016,22
2016011923,48269,1/19/2016,23
2016011924,48128,1/19/2016,24
2016011925,46981,1/19/2016,25
2016011926,47234,1/19/2016,26
2016011927,47170,1/19/2016,27
2016011928,46992,1/19/2016,28
2016011929,47034,1/19/2016,29
2016011930,46907,1/19/2016,30
2016011931,46763,1/19/2016,31
2016011932,48166,1/19/2016,32
2016011933,49771,1/19/2016,33
2016011934,51677,1/19/2016,34
2016011935,52732,1/19/2016,35
2016011936,52549,1/19/2016,36
2016011937,52197,1/19/2016,37
2016011938,51986,1/19/2016,38
2016011939,51537,1/19/2016,39
2016011940,49892,1/19/2016,40
2016011941,48723,1/19/2016,41
2016011942,46624,1/19/2016,42
2016011943,45009,1/19/2016,43
2016011944,42542,1/19/2016,44
2016011945,41706,1/19/2016,45
2016011946,39264,1/19/2016,46
2016011947,35492,1/19/2016,47
2016011948,34901,1/19/2016,48
2016012001,34760,1/20/2016,1
2016012002,35194,1/20/2016,2
2016012003,34737,1/20/2016,3
2016012004,34340,1/20/2016,4
2016012005,34048,1/20/2016,5
2016012006,34114,1/20/2016,6
2016012007,33930,1/20/2016,7
2016012008,33355,1/20/2016,8
2016012009,33276,1/20/2016,9
2016012010,33264,1/20/2016,10
2016012011,35468,1/20/2016,11
2016012012,36471,1/20/2016,12
2016012013,38372,1/20/2016,13
2016012014,41290,1/20/2016,14
2016012015,45983,1/20/2016,15
2016012016,48323,1/20/2016,16
2016012017,48893,1/20/2016,17
2016012018,48764,1/20/2016,18
2016012019,48910,1/20/2016,19
2016012020,49091,1/20/2016,20
2016012021,49048,1/20/2016,21
2016012022,48784,1/20/2016,22
2016012023,48954,1/20/2016,23
2016012024,47045,1/20/2016,24
2016012025,46958,1/20/2016,25
2016012026,46797,1/20/2016,26
2016012027,47078,1/20/2016,27
2016012028,47366,1/20/2016,28
2016012029,47334,1/20/2016,29
2016012030,46842,1/20/2016,30
2016012031,47031,1/20/2016,31
2016012032,48341,1/20/2016,32
2016012033,48470,1/20/2016,33
2016012034,51067,1/20/2016,34
2016012035,52322,1/20/2016,35
2016012036,52262,1/20/2016,36
2016012037,51785,1/20/2016,37
2016012038,51240,1/20/2016,38
2016012039,51003,1/20/2016,39
2016012040,49746,1/20/2016,40
2016012041,49335,1/20/2016,41
2016012042,47391,1/20/2016,42
2016012043,46132,1/20/2016,43
2016012044,43725,1/20/2016,44
2016012045,41442,1/20/2016,45
2016012046,39088,1/20/2016,46
2016012047,35786,1/20/2016,47
2016012048,34898,1/20/2016,48
2016012101,34009,1/21/2016,1
2016012102,34655,1/21/2016,2
2016012103,34459,1/21/2016,3
2016012104,33823,1/21/2016,4
2016012105,33343,1/21/2016,5
2016012106,33359,1/21/2016,6
2016012107,32976,1/21/2016,7
2016012108,32419,1/21/2016,8
2016012109,33552,1/21/2016,9
2016012110,33683,1/21/2016,10
2016012111,34387,1/21/2016,11
2016012112,35227,1/21/2016,12
2016012113,38756,1/21/2016,13
2016012114,42134,1/21/2016,14
2016012115,45346,1/21/2016,15
2016012116,47770,1/21/2016,16
2016012117,48604,1/21/2016,17
2016012118,48548,1/21/2016,18
2016012119,49282,1/21/2016,19
2016012120,49313,1/21/2016,20
2016012121,49320,1/21/2016,21
2016012122,49454,1/21/2016,22
2016012123,49220,1/21/2016,23
2016012124,49052,1/21/2016,24
2016012125,49106,1/21/2016,25
2016012126,48881,1/21/2016,26
2016012127,48824,1/21/2016,27
2016012128,48144,1/21/2016,28
2016012129,48166,1/21/2016,29
2016012130,47995,1/21/2016,30
2016012131,48175,1/21/2016,31
2016012132,49107,1/21/2016,32
2016012133,49282,1/21/2016,33
2016012134,51431,1/21/2016,34
2016012135,52650,1/21/2016,35
2016012136,52417,1/21/2016,36
2016012137,52106,1/21/2016,37
2016012138,51271,1/21/2016,38
2016012139,50290,1/21/2016,39
2016012140,49012,1/21/2016,40
2016012141,46638,1/21/2016,41
2016012142,44769,1/21/2016,42
2016012143,42485,1/21/2016,43
2016012144,39967,1/21/2016,44
2016012145,37360,1/21/2016,45
2016012146,34931,1/21/2016,46
2016012147,32538,1/21/2016,47
2016012148,31294,1/21/2016,48
2016012201,30670,1/22/2016,1
2016012202,31090,1/22/2016,2
2016012203,30802,1/22/2016,3
2016012204,30023,1/22/2016,4
2016012205,30084,1/22/2016,5
2016012206,30040,1/22/2016,6
2016012207,29759,1/22/2016,7
2016012208,29243,1/22/2016,8
2016012209,29277,1/22/2016,9
2016012210,29148,1/22/2016,10
2016012211,30219,1/22/2016,11
2016012212,30623,1/22/2016,12
2016012213,33041,1/22/2016,13
2016012214,36335,1/22/2016,14
2016012215,41237,1/22/2016,15
2016012216,43502,1/22/2016,16
2016012217,43753,1/22/2016,17
2016012218,43639,1/22/2016,18
2016012219,43808,1/22/2016,19
2016012220,44110,1/22/2016,20
2016012221,43473,1/22/2016,21
2016012222,43278,1/22/2016,22
2016012223,42970,1/22/2016,23
2016012224,42463,1/22/2016,24
2016012225,42298,1/22/2016,25
2016012226,44039,1/22/2016,26
2016012227,43828,1/22/2016,27
2016012228,43744,1/22/2016,28
2016012229,42915,1/22/2016,29
2016012230,42711,1/22/2016,30
2016012231,42612,1/22/2016,31
2016012232,43661,1/22/2016,32
2016012233,45442,1/22/2016,33
2016012234,47360,1/22/2016,34
2016012235,46774,1/22/2016,35
2016012236,46329,1/22/2016,36
2016012237,45974,1/22/2016,37
2016012238,45299,1/22/2016,38
2016012239,43877,1/22/2016,39
2016012240,44505,1/22/2016,40
2016012241,41622,1/22/2016,41
2016012242,39933,1/22/2016,42
2016012243,38110,1/22/2016,43
2016012244,35788,1/22/2016,44
2016012245,33745,1/22/2016,45
2016012246,31978,1/22/2016,46
2016012247,30555,1/22/2016,47
2016012248,29561,1/22/2016,48
2016012301,29779,1/23/2016,1
2016012302,29982,1/23/2016,2
2016012303,29937,1/23/2016,3
2016012304,29536,1/23/2016,4
2016012305,28885,1/23/2016,5
2016012306,28950,1/23/2016,6
2016012307,28560,1/23/2016,7
2016012308,27829,1/23/2016,8
2016012309,27237,1/23/2016,9
2016012310,26956,1/23/2016,10
2016012311,27038,1/23/2016,11
2016012312,27640,1/23/2016,12
2016012313,28656,1/23/2016,13
2016012314,29290,1/23/2016,14
2016012315,30430,1/23/2016,15
2016012316,31646,1/23/2016,16
2016012317,33282,1/23/2016,17
2016012318,35200,1/23/2016,18
2016012319,36659,1/23/2016,19
2016012320,37198,1/23/2016,20
2016012321,37441,1/23/2016,21
2016012322,37289,1/23/2016,22
2016012323,37164,1/23/2016,23
2016012324,36960,1/23/2016,24
2016012325,36582,1/23/2016,25
2016012326,36160,1/23/2016,26
2016012327,35711,1/23/2016,27
2016012328,35586,1/23/2016,28
2016012329,35515,1/23/2016,29
2016012330,35517,1/23/2016,30
2016012331,35838,1/23/2016,31
2016012332,36343,1/23/2016,32
2016012333,37512,1/23/2016,33
2016012334,39934,1/23/2016,34
2016012335,43018,1/23/2016,35
2016012336,43915,1/23/2016,36
2016012337,43171,1/23/2016,37
2016012338,42197,1/23/2016,38
2016012339,40408,1/23/2016,39
2016012340,38525,1/23/2016,40
2016012341,37169,1/23/2016,41
2016012342,36605,1/23/2016,42
2016012343,35102,1/23/2016,43
2016012344,33477,1/23/2016,44
2016012345,32064,1/23/2016,45
2016012346,30818,1/23/2016,46
2016012347,29237,1/23/2016,47
2016012348,28200,1/23/2016,48
2016012401,27900,1/24/2016,1
2016012402,28201,1/24/2016,2
2016012403,28144,1/24/2016,3
2016012404,28244,1/24/2016,4
2016012405,27765,1/24/2016,5
2016012406,27358,1/24/2016,6
2016012407,26885,1/24/2016,7
2016012408,26191,1/24/2016,8
2016012409,25707,1/24/2016,9
2016012410,25370,1/24/2016,10
2016012411,25568,1/24/2016,11
2016012412,25657,1/24/2016,12
2016012413,26176,1/24/2016,13
2016012414,26669,1/24/2016,14
2016012415,27073,1/24/2016,15
2016012416,27257,1/24/2016,16
2016012417,27915,1/24/2016,17
2016012418,29546,1/24/2016,18
2016012419,31370,1/24/2016,19
2016012420,32661,1/24/2016,20
2016012421,33800,1/24/2016,21
2016012422,34283,1/24/2016,22
2016012423,34688,1/24/2016,23
2016012424,34932,1/24/2016,24
2016012425,35185,1/24/2016,25
2016012426,36300,1/24/2016,26
2016012427,36061,1/24/2016,27
2016012428,35862,1/24/2016,28
2016012429,35857,1/24/2016,29
2016012430,35762,1/24/2016,30
2016012431,36214,1/24/2016,31
2016012432,36900,1/24/2016,32
2016012433,38178,1/24/2016,33
2016012434,40758,1/24/2016,34
2016012435,42653,1/24/2016,35
2016012436,42917,1/24/2016,36
2016012437,41924,1/24/2016,37
2016012438,40502,1/24/2016,38
2016012439,39418,1/24/2016,39
2016012440,37991,1/24/2016,40
2016012441,36786,1/24/2016,41
2016012442,35000,1/24/2016,42
2016012443,34319,1/24/2016,43
2016012444,32237,1/24/2016,44
2016012445,30596,1/24/2016,45
2016012446,28792,1/24/2016,46
2016012447,26737,1/24/2016,47
2016012448,25889,1/24/2016,48
2016012501,26477,1/25/2016,1
2016012502,26709,1/25/2016,2
2016012503,27468,1/25/2016,3
2016012504,27041,1/25/2016,4
2016012505,26581,1/25/2016,5
2016012506,26503,1/25/2016,6
2016012507,26222,1/25/2016,7
2016012508,25818,1/25/2016,8
2016012509,25519,1/25/2016,9
2016012510,25696,1/25/2016,10
2016012511,26321,1/25/2016,11
2016012512,27150,1/25/2016,12
2016012513,29415,1/25/2016,13
2016012514,32589,1/25/2016,14
2016012515,36987,1/25/2016,15
2016012516,39642,1/25/2016,16
2016012517,40508,1/25/2016,17
2016012518,40500,1/25/2016,18
2016012519,41100,1/25/2016,19
2016012520,41087,1/25/2016,20
2016012521,40977,1/25/2016,21
2016012522,41008,1/25/2016,22
2016012523,41140,1/25/2016,23
2016012524,40823,1/25/2016,24
2016012525,41599,1/25/2016,25
2016012526,41310,1/25/2016,26
2016012527,39456,1/25/2016,27
2016012528,39399,1/25/2016,28
2016012529,39662,1/25/2016,29
2016012530,39852,1/25/2016,30
2016012531,40169,1/25/2016,31
2016012532,41302,1/25/2016,32
2016012533,42805,1/25/2016,33
2016012534,45380,1/25/2016,34
2016012535,47610,1/25/2016,35
2016012536,48068,1/25/2016,36
2016012537,47580,1/25/2016,37
2016012538,46712,1/25/2016,38
2016012539,45635,1/25/2016,39
2016012540,43554,1/25/2016,40
2016012541,41864,1/25/2016,41
2016012542,40079,1/25/2016,42
2016012543,38397,1/25/2016,43
2016012544,36351,1/25/2016,44
2016012545,34121,1/25/2016,45
2016012546,32034,1/25/2016,46
2016012547,29691,1/25/2016,47
2016012548,28732,1/25/2016,48
2016012601,28566,1/26/2016,1
2016012602,28766,1/26/2016,2
2016012603,28181,1/26/2016,3
2016012604,28251,1/26/2016,4
2016012605,28356,1/26/2016,5
2016012606,28476,1/26/2016,6
2016012607,28153,1/26/2016,7
2016012608,27235,1/26/2016,8
2016012609,26825,1/26/2016,9
2016012610,26683,1/26/2016,10
2016012611,27401,1/26/2016,11
2016012612,28160,1/26/2016,12
2016012613,30429,1/26/2016,13
2016012614,33785,1/26/2016,14
2016012615,37876,1/26/2016,15
2016012616,40066,1/26/2016,16
2016012617,41197,1/26/2016,17
2016012618,41700,1/26/2016,18
2016012619,42316,1/26/2016,19
2016012620,41869,1/26/2016,20
2016012621,42475,1/26/2016,21
2016012622,42866,1/26/2016,22
2016012623,43138,1/26/2016,23
2016012624,43168,1/26/2016,24
2016012625,43661,1/26/2016,25
2016012626,43537,1/26/2016,26
2016012627,43471,1/26/2016,27
2016012628,42171,1/26/2016,28
2016012629,42335,1/26/2016,29
2016012630,42098,1/26/2016,30
2016012631,42032,1/26/2016,31
2016012632,42634,1/26/2016,32
2016012633,43822,1/26/2016,33
2016012634,45278,1/26/2016,34
2016012635,47106,1/26/2016,35
2016012636,47667,1/26/2016,36
2016012637,47167,1/26/2016,37
2016012638,46419,1/26/2016,38
2016012639,45576,1/26/2016,39
2016012640,44041,1/26/2016,40
2016012641,42635,1/26/2016,41
2016012642,40595,1/26/2016,42
2016012643,38509,1/26/2016,43
2016012644,36011,1/26/2016,44
2016012645,33418,1/26/2016,45
2016012646,31372,1/26/2016,46
2016012647,28830,1/26/2016,47
2016012648,27400,1/26/2016,48
2016012701,27346,1/27/2016,1
2016012702,28084,1/27/2016,2
2016012703,27991,1/27/2016,3
2016012704,27632,1/27/2016,4
2016012705,27600,1/27/2016,5
2016012706,27485,1/27/2016,6
2016012707,27336,1/27/2016,7
2016012708,26552,1/27/2016,8
2016012709,26059,1/27/2016,9
2016012710,25866,1/27/2016,10
2016012711,26542,1/27/2016,11
2016012712,27657,1/27/2016,12
2016012713,29697,1/27/2016,13
2016012714,33239,1/27/2016,14
2016012715,37210,1/27/2016,15
2016012716,38965,1/27/2016,16
2016012717,39863,1/27/2016,17
2016012718,40100,1/27/2016,18
2016012719,40755,1/27/2016,19
2016012720,40952,1/27/2016,20
2016012721,41019,1/27/2016,21
2016012722,41287,1/27/2016,22
2016012723,41421,1/27/2016,23
2016012724,41298,1/27/2016,24
2016012725,41676,1/27/2016,25
2016012726,41635,1/27/2016,26
2016012727,41445,1/27/2016,27
2016012728,41217,1/27/2016,28
2016012729,41265,1/27/2016,29
2016012730,40989,1/27/2016,30
2016012731,40975,1/27/2016,31
2016012732,41939,1/27/2016,32
2016012733,43494,1/27/2016,33
2016012734,45396,1/27/2016,34
2016012735,47835,1/27/2016,35
2016012736,48838,1/27/2016,36
2016012737,48434,1/27/2016,37
2016012738,47628,1/27/2016,38
2016012739,45683,1/27/2016,39
2016012740,43987,1/27/2016,40
2016012741,42340,1/27/2016,41
2016012742,40026,1/27/2016,42
2016012743,38130,1/27/2016,43
2016012744,35734,1/27/2016,44
2016012745,33628,1/27/2016,45
2016012746,31674,1/27/2016,46
2016012747,29611,1/27/2016,47
2016012748,28674,1/27/2016,48
2016012801,29490,1/28/2016,1
2016012802,29707,1/28/2016,2
2016012803,29896,1/28/2016,3
2016012804,29758,1/28/2016,4
2016012805,29550,1/28/2016,5
2016012806,29509,1/28/2016,6
2016012807,29175,1/28/2016,7
2016012808,28548,1/28/2016,8
2016012809,28299,1/28/2016,9
2016012810,28589,1/28/2016,10
2016012811,29251,1/28/2016,11
2016012812,29991,1/28/2016,12
2016012813,32291,1/28/2016,13
2016012814,35557,1/28/2016,14
2016012815,39758,1/28/2016,15
2016012816,41520,1/28/2016,16
2016012817,42500,1/28/2016,17
2016012818,42222,1/28/2016,18
2016012819,42453,1/28/2016,19
2016012820,42416,1/28/2016,20
2016012821,42113,1/28/2016,21
2016012822,41740,1/28/2016,22
2016012823,41661,1/28/2016,23
2016012824,41565,1/28/2016,24
2016012825,41548,1/28/2016,25
2016012826,41311,1/28/2016,26
2016012827,38027,1/28/2016,27
2016012828,37883,1/28/2016,28
2016012829,37929,1/28/2016,29
2016012830,37717,1/28/2016,30
2016012831,37433,1/28/2016,31
2016012832,39025,1/28/2016,32
2016012833,41081,1/28/2016,33
2016012834,43466,1/28/2016,34
2016012835,46598,1/28/2016,35
2016012836,48236,1/28/2016,36
2016012837,48117,1/28/2016,37
2016012838,47343,1/28/2016,38
2016012839,46398,1/28/2016,39
2016012840,44963,1/28/2016,40
2016012841,43388,1/28/2016,41
2016012842,41281,1/28/2016,42
2016012843,39085,1/28/2016,43
2016012844,35966,1/28/2016,44
2016012845,33775,1/28/2016,45
2016012846,31745,1/28/2016,46
2016012847,30087,1/28/2016,47
2016012848,29213,1/28/2016,48
2016012901,28981,1/29/2016,1
2016012902,29078,1/29/2016,2
2016012903,29142,1/29/2016,3
2016012904,28618,1/29/2016,4
2016012905,28280,1/29/2016,5
2016012906,28219,1/29/2016,6
2016012907,27648,1/29/2016,7
2016012908,26990,1/29/2016,8
2016012909,26623,1/29/2016,9
2016012910,26495,1/29/2016,10
2016012911,27110,1/29/2016,11
2016012912,27568,1/29/2016,12
2016012913,29426,1/29/2016,13
2016012914,32495,1/29/2016,14
2016012915,36409,1/29/2016,15
2016012916,38543,1/29/2016,16
2016012917,39522,1/29/2016,17
2016012918,40000,1/29/2016,18
2016012919,40567,1/29/2016,19
2016012920,40700,1/29/2016,20
2016012921,40584,1/29/2016,21
2016012922,40400,1/29/2016,22
2016012923,40211,1/29/2016,23
2016012924,40079,1/29/2016,24
2016012925,39801,1/29/2016,25
2016012926,39280,1/29/2016,26
2016012927,38977,1/29/2016,27
2016012928,38665,1/29/2016,28
2016012929,38762,1/29/2016,29
2016012930,38606,1/29/2016,30
2016012931,38538,1/29/2016,31
2016012932,39264,1/29/2016,32
2016012933,40434,1/29/2016,33
2016012934,42382,1/29/2016,34
2016012935,45231,1/29/2016,35
2016012936,46008,1/29/2016,36
2016012937,45377,1/29/2016,37
2016012938,44372,1/29/2016,38
2016012939,43051,1/29/2016,39
2016012940,41275,1/29/2016,40
2016012941,39627,1/29/2016,41
2016012942,37957,1/29/2016,42
2016012943,35992,1/29/2016,43
2016012944,34025,1/29/2016,44
2016012945,32092,1/29/2016,45
2016012946,30365,1/29/2016,46
2016012947,28415,1/29/2016,47
2016012948,27101,1/29/2016,48
2016013001,26667,1/30/2016,1
2016013002,26800,1/30/2016,2
2016013003,26949,1/30/2016,3
2016013004,26610,1/30/2016,4
2016013005,26135,1/30/2016,5
2016013006,26071,1/30/2016,6
2016013007,26103,1/30/2016,7
2016013008,25590,1/30/2016,8
2016013009,25269,1/30/2016,9
2016013010,25671,1/30/2016,10
2016013011,26101,1/30/2016,11
2016013012,26783,1/30/2016,12
2016013013,27442,1/30/2016,13
2016013014,27843,1/30/2016,14
2016013015,29211,1/30/2016,15
2016013016,30531,1/30/2016,16
2016013017,32317,1/30/2016,17
2016013018,34000,1/30/2016,18
2016013019,35228,1/30/2016,19
2016013020,35851,1/30/2016,20
2016013021,36065,1/30/2016,21
2016013022,35539,1/30/2016,22
2016013023,35350,1/30/2016,23
2016013024,35377,1/30/2016,24
2016013025,35421,1/30/2016,25
2016013026,35128,1/30/2016,26
2016013027,34592,1/30/2016,27
2016013028,32988,1/30/2016,28
2016013029,32300,1/30/2016,29
2016013030,32860,1/30/2016,30
2016013031,34143,1/30/2016,31
2016013032,35038,1/30/2016,32
2016013033,36812,1/30/2016,33
2016013034,39719,1/30/2016,34
2016013035,42334,1/30/2016,35
2016013036,43200,1/30/2016,36
2016013037,42698,1/30/2016,37
2016013038,41569,1/30/2016,38
2016013039,40527,1/30/2016,39
2016013040,38963,1/30/2016,40
2016013041,37560,1/30/2016,41
2016013042,36025,1/30/2016,42
2016013043,34542,1/30/2016,43
2016013044,33087,1/30/2016,44
2016013045,31488,1/30/2016,45
2016013046,30198,1/30/2016,46
2016013047,28837,1/30/2016,47
2016013048,27948,1/30/2016,48
2016013101,27570,1/31/2016,1
2016013102,27742,1/31/2016,2
2016013103,28456,1/31/2016,3
2016013104,28156,1/31/2016,4
2016013105,27791,1/31/2016,5
2016013106,27727,1/31/2016,6
2016013107,27133,1/31/2016,7
2016013108,26653,1/31/2016,8
2016013109,26233,1/31/2016,9
2016013110,25877,1/31/2016,10
2016013111,25717,1/31/2016,11
2016013112,25528,1/31/2016,12
2016013113,25975,1/31/2016,13
2016013114,26797,1/31/2016,14
2016013115,27890,1/31/2016,15
2016013116,28199,1/31/2016,16
2016013117,29375,1/31/2016,17
2016013118,31600,1/31/2016,18
2016013119,33532,1/31/2016,19
2016013120,34831,1/31/2016,20
2016013121,35900,1/31/2016,21
2016013122,36615,1/31/2016,22
2016013123,37232,1/31/2016,23
2016013124,38126,1/31/2016,24
2016013125,38449,1/31/2016,25
2016013126,38546,1/31/2016,26
2016013127,38413,1/31/2016,27
2016013128,38143,1/31/2016,28
2016013129,37977,1/31/2016,29
2016013130,37925,1/31/2016,30
2016013131,38055,1/31/2016,31
2016013132,38603,1/31/2016,32
2016013133,39846,1/31/2016,33
2016013134,42246,1/31/2016,34
