,ITSDO,settlementDate,settlementPeriod
2018041036,39447,2018-04-10,36
2018041037,39594,2018-04-10,37
2018041038,39724,2018-04-10,38
2018041039,39568,2018-04-10,39
2018041040,39405,2018-04-10,40
2018041041,39653,2018-04-10,41
2018041042,38777,2018-04-10,42
2018041043,37408,2018-04-10,43
2018041044,35677,2018-04-10,44
2018041045,33536,2018-04-10,45
2018041046,31267,2018-04-10,46
2018041047,29434,2018-04-10,47
2018041048,28351,2018-04-10,48
2018041101,27432,2018-04-11,1
2018041102,26745,2018-04-11,2
2018041103,27042,2018-04-11,3
2018041104,27793,2018-04-11,4
2018041105,27785,2018-04-11,5
2018041106,27447,2018-04-11,6
2018041107,27011,2018-04-11,7
2018041108,26866,2018-04-11,8
2018041109,26882,2018-04-11,9
2018041110,26915,2018-04-11,10
2018041111,27459,2018-04-11,11
2018041112,28215,2018-04-11,12
2018041113,29749,2018-04-11,13
2018041114,31367,2018-04-11,14
2018041115,34343,2018-04-11,15
2018041116,36399,2018-04-11,16
2018041117,37922,2018-04-11,17
2018041118,38589,2018-04-11,18
2018041119,39093,2018-04-11,19
2018041120,39191,2018-04-11,20
2018041121,39316,2018-04-11,21
2018041122,39294,2018-04-11,22
2018041123,39340,2018-04-11,23
2018041124,39453,2018-04-11,24
2018041125,39409,2018-04-11,25
2018041126,39242,2018-04-11,26
2018041127,39085,2018-04-11,27
2018041128,38726,2018-04-11,28
2018041129,38622,2018-04-11,29
2018041130,38441,2018-04-11,30
2018041131,38473,2018-04-11,31
2018041132,38631,2018-04-11,32
2018041133,38828,2018-04-11,33
2018041134,39499,2018-04-11,34
2018041135,40072,2018-04-11,35
2018041136,40233,2018-04-11,36
2018041137,40348,2018-04-11,37
2018041138,40428,2018-04-11,38
2018041139,40132,2018-04-11,39
2018041140,39913,2018-04-11,40
2018041141,39964,2018-04-11,41
2018041142,39152,2018-04-11,42
2018041143,38056,2018-04-11,43
2018041144,36074,2018-04-11,44
2018041145,34492,2018-04-11,45
2018041146,32354,2018-04-11,46
2018041147,30042,2018-04-11,47
2018041148,29105,2018-04-11,48
2018041201,27651,2018-04-12,1
2018041202,27280,2018-04-12,2
2018041203,27260,2018-04-12,3
2018041204,27927,2018-04-12,4
2018041205,28113,2018-04-12,5
2018041206,28083,2018-04-12,6
2018041207,27896,2018-04-12,7
2018041208,27569,2018-04-12,8
2018041209,27578,2018-04-12,9
2018041210,27500,2018-04-12,10
2018041211,27992,2018-04-12,11
2018041212,28985,2018-04-12,12
2018041213,30220,2018-04-12,13
2018041214,31839,2018-04-12,14
2018041215,34746,2018-04-12,15
2018041216,36692,2018-04-12,16
2018041217,38135,2018-04-12,17
2018041218,38343,2018-04-12,18
2018041219,38779,2018-04-12,19
2018041220,38816,2018-04-12,20
2018041221,38668,2018-04-12,21
2018041222,38806,2018-04-12,22
2018041223,38791,2018-04-12,23
2018041224,38735,2018-04-12,24
2018041225,38690,2018-04-12,25
2018041226,38571,2018-04-12,26
2018041227,38581,2018-04-12,27
2018041228,38304,2018-04-12,28
2018041229,38638,2018-04-12,29
2018041230,38710,2018-04-12,30
2018041231,38963,2018-04-12,31
2018041232,39365,2018-04-12,32
2018041233,39758,2018-04-12,33
2018041234,40444,2018-04-12,34
2018041235,40519,2018-04-12,35
2018041236,40720,2018-04-12,36
2018041237,40908,2018-04-12,37
2018041238,40803,2018-04-12,38
2018041239,40451,2018-04-12,39
2018041240,40347,2018-04-12,40
2018041241,40310,2018-04-12,41
2018041242,39582,2018-04-12,42
2018041243,38238,2018-04-12,43
2018041244,36317,2018-04-12,44
2018041245,34320,2018-04-12,45
2018041246,31936,2018-04-12,46
2018041247,30417,2018-04-12,47
2018041248,29554,2018-04-12,48
2018041301,28428,2018-04-13,1
2018041302,28069,2018-04-13,2
2018041303,28145,2018-04-13,3
2018041304,28798,2018-04-13,4
2018041305,28958,2018-04-13,5
2018041306,28862,2018-04-13,6
2018041307,28583,2018-04-13,7
2018041308,28317,2018-04-13,8
2018041309,28146,2018-04-13,9
2018041310,28224,2018-04-13,10
2018041311,28659,2018-04-13,11
2018041312,29730,2018-04-13,12
2018041313,31107,2018-04-13,13
2018041314,32790,2018-04-13,14
2018041315,35641,2018-04-13,15
2018041316,37750,2018-04-13,16
2018041317,39169,2018-04-13,17
2018041318,39710,2018-04-13,18
2018041319,40254,2018-04-13,19
2018041320,40554,2018-04-13,20
2018041321,40632,2018-04-13,21
2018041322,40401,2018-04-13,22
2018041323,40630,2018-04-13,23
2018041324,40484,2018-04-13,24
2018041325,40108,2018-04-13,25
2018041326,39917,2018-04-13,26
2018041327,39506,2018-04-13,27
2018041328,39208,2018-04-13,28
2018041329,39170,2018-04-13,29
2018041330,38887,2018-04-13,30
2018041331,38723,2018-04-13,31
2018041332,38763,2018-04-13,32
2018041333,38822,2018-04-13,33
2018041334,39439,2018-04-13,34
2018041335,39753,2018-04-13,35
2018041336,39809,2018-04-13,36
2018041337,39868,2018-04-13,37
2018041338,39889,2018-04-13,38
2018041339,39851,2018-04-13,39
2018041340,39487,2018-04-13,40
2018041341,39510,2018-04-13,41
2018041342,38944,2018-04-13,42
2018041343,37672,2018-04-13,43
2018041344,35988,2018-04-13,44
2018041345,33896,2018-04-13,45
2018041346,31896,2018-04-13,46
2018041347,30157,2018-04-13,47
2018041348,29166,2018-04-13,48
2018041401,28246,2018-04-14,1
2018041402,27688,2018-04-14,2
2018041403,27713,2018-04-14,3
2018041404,28175,2018-04-14,4
2018041405,28108,2018-04-14,5
2018041406,27850,2018-04-14,6
2018041407,27629,2018-04-14,7
2018041408,27316,2018-04-14,8
2018041409,27120,2018-04-14,9
2018041410,27002,2018-04-14,10
2018041411,27149,2018-04-14,11
2018041412,27520,2018-04-14,12
2018041413,27299,2018-04-14,13
2018041414,27483,2018-04-14,14
2018041415,28678,2018-04-14,15
2018041416,29229,2018-04-14,16
2018041417,30717,2018-04-14,17
2018041418,31261,2018-04-14,18
2018041419,32110,2018-04-14,19
2018041420,31941,2018-04-14,20
2018041421,31295,2018-04-14,21
2018041422,30780,2018-04-14,22
2018041423,30432,2018-04-14,23
2018041424,29853,2018-04-14,24
2018041425,28917,2018-04-14,25
2018041426,28210,2018-04-14,26
2018041427,27405,2018-04-14,27
2018041428,26521,2018-04-14,28
2018041429,26097,2018-04-14,29
2018041430,25814,2018-04-14,30
2018041431,25634,2018-04-14,31
2018041432,26055,2018-04-14,32
2018041433,26784,2018-04-14,33
2018041434,28078,2018-04-14,34
2018041435,29366,2018-04-14,35
2018041436,30567,2018-04-14,36
2018041437,31635,2018-04-14,37
2018041438,32248,2018-04-14,38
2018041439,32407,2018-04-14,39
2018041440,32690,2018-04-14,40
2018041441,33301,2018-04-14,41
2018041442,33328,2018-04-14,42
2018041443,32385,2018-04-14,43
2018041444,31192,2018-04-14,44
2018041445,29927,2018-04-14,45
2018041446,28456,2018-04-14,46
2018041447,26984,2018-04-14,47
2018041448,25932,2018-04-14,48
2018041501,25312,2018-04-15,1
2018041502,25307,2018-04-15,2
2018041503,25253,2018-04-15,3
2018041504,25630,2018-04-15,4
2018041505,25549,2018-04-15,5
2018041506,25197,2018-04-15,6
2018041507,24615,2018-04-15,7
2018041508,24495,2018-04-15,8
2018041509,24233,2018-04-15,9
2018041510,23967,2018-04-15,10
2018041511,24154,2018-04-15,11
2018041512,24208,2018-04-15,12
2018041513,24496,2018-04-15,13
2018041514,24637,2018-04-15,14
2018041515,24639,2018-04-15,15
2018041516,25413,2018-04-15,16
2018041517,26692,2018-04-15,17
2018041518,27620,2018-04-15,18
2018041519,28875,2018-04-15,19
2018041520,29366,2018-04-15,20
2018041521,29668,2018-04-15,21
2018041522,29546,2018-04-15,22
2018041523,29574,2018-04-15,23
2018041524,29474,2018-04-15,24
2018041525,29771,2018-04-15,25
2018041526,29860,2018-04-15,26
2018041527,29780,2018-04-15,27
2018041528,29450,2018-04-15,28
2018041529,29338,2018-04-15,29
2018041530,29440,2018-04-15,30
2018041531,29709,2018-04-15,31
2018041532,30326,2018-04-15,32
2018041533,31257,2018-04-15,33
2018041534,32123,2018-04-15,34
2018041535,32774,2018-04-15,35
2018041536,33025,2018-04-15,36
2018041537,33095,2018-04-15,37
2018041538,33212,2018-04-15,38
2018041539,33274,2018-04-15,39
2018041540,33337,2018-04-15,40
2018041541,33752,2018-04-15,41
2018041542,33505,2018-04-15,42
2018041543,32565,2018-04-15,43
2018041544,31065,2018-04-15,44
2018041545,29638,2018-04-15,45
2018041546,27715,2018-04-15,46
2018041547,25602,2018-04-15,47
2018041548,24295,2018-04-15,48
2018041601,23865,2018-04-16,1
2018041602,24157,2018-04-16,2
2018041603,24326,2018-04-16,3
2018041604,24934,2018-04-16,4
2018041605,24921,2018-04-16,5
2018041606,24731,2018-04-16,6
2018041607,24454,2018-04-16,7
2018041608,24199,2018-04-16,8
2018041609,24156,2018-04-16,9
2018041610,24307,2018-04-16,10
2018041611,25054,2018-04-16,11
2018041612,26182,2018-04-16,12
2018041613,27907,2018-04-16,13
2018041614,30159,2018-04-16,14
2018041615,33173,2018-04-16,15
2018041616,34467,2018-04-16,16
2018041617,34822,2018-04-16,17
2018041618,34154,2018-04-16,18
2018041619,33789,2018-04-16,19
2018041620,33234,2018-04-16,20
2018041621,32825,2018-04-16,21
2018041622,32819,2018-04-16,22
2018041623,32751,2018-04-16,23
2018041624,32691,2018-04-16,24
2018041625,32592,2018-04-16,25
2018041626,32147,2018-04-16,26
2018041627,31839,2018-04-16,27
2018041628,31093,2018-04-16,28
2018041629,30874,2018-04-16,29
2018041630,30524,2018-04-16,30
2018041631,30193,2018-04-16,31
2018041632,30789,2018-04-16,32
2018041633,31888,2018-04-16,33
2018041634,32937,2018-04-16,34
2018041635,33978,2018-04-16,35
2018041636,34623,2018-04-16,36
2018041637,34938,2018-04-16,37
2018041638,35358,2018-04-16,38
2018041639,35488,2018-04-16,39
2018041640,35474,2018-04-16,40
2018041641,35833,2018-04-16,41
2018041642,35596,2018-04-16,42
2018041643,34309,2018-04-16,43
2018041644,32163,2018-04-16,44
2018041645,29845,2018-04-16,45
2018041646,27425,2018-04-16,46
2018041647,25013,2018-04-16,47
2018041648,23804,2018-04-16,48
2018041701,23334,2018-04-17,1
2018041702,23490,2018-04-17,2
2018041703,23751,2018-04-17,3
2018041704,24142,2018-04-17,4
2018041705,23886,2018-04-17,5
2018041706,23720,2018-04-17,6
2018041707,23357,2018-04-17,7
2018041708,23125,2018-04-17,8
2018041709,22930,2018-04-17,9
2018041710,22927,2018-04-17,10
2018041711,23502,2018-04-17,11
2018041712,24554,2018-04-17,12
2018041713,26003,2018-04-17,13
2018041714,28114,2018-04-17,14
2018041715,31375,2018-04-17,15
2018041716,33133,2018-04-17,16
2018041717,33662,2018-04-17,17
2018041718,33318,2018-04-17,18
2018041719,33531,2018-04-17,19
2018041720,33346,2018-04-17,20
2018041721,32619,2018-04-17,21
2018041722,32385,2018-04-17,22
2018041723,32222,2018-04-17,23
2018041724,32226,2018-04-17,24
2018041725,32345,2018-04-17,25
2018041726,31882,2018-04-17,26
2018041727,31510,2018-04-17,27
2018041728,31036,2018-04-17,28
2018041729,30992,2018-04-17,29
2018041730,30960,2018-04-17,30
2018041731,31131,2018-04-17,31
2018041732,32118,2018-04-17,32
2018041733,33251,2018-04-17,33
2018041734,34396,2018-04-17,34
2018041735,35279,2018-04-17,35
2018041736,35433,2018-04-17,36
2018041737,35354,2018-04-17,37
2018041738,35515,2018-04-17,38
2018041739,35420,2018-04-17,39
2018041740,35361,2018-04-17,40
2018041741,35520,2018-04-17,41
2018041742,35241,2018-04-17,42
2018041743,33987,2018-04-17,43
2018041744,32193,2018-04-17,44
2018041745,29918,2018-04-17,45
2018041746,27666,2018-04-17,46
2018041747,26152,2018-04-17,47
2018041748,24671,2018-04-17,48
2018041801,23954,2018-04-18,1
2018041802,24108,2018-04-18,2
2018041803,24355,2018-04-18,3
2018041804,24446,2018-04-18,4
2018041805,24419,2018-04-18,5
2018041806,24240,2018-04-18,6
2018041807,23979,2018-04-18,7
2018041808,23781,2018-04-18,8
2018041809,23693,2018-04-18,9
2018041810,23847,2018-04-18,10
2018041811,24157,2018-04-18,11
2018041812,25513,2018-04-18,12
2018041813,27262,2018-04-18,13
2018041814,29600,2018-04-18,14
2018041815,32531,2018-04-18,15
2018041816,33577,2018-04-18,16
2018041817,33363,2018-04-18,17
2018041818,32837,2018-04-18,18
2018041819,32749,2018-04-18,19
2018041820,32344,2018-04-18,20
2018041821,31259,2018-04-18,21
2018041822,30388,2018-04-18,22
2018041823,29650,2018-04-18,23
2018041824,29390,2018-04-18,24
2018041825,29143,2018-04-18,25
2018041826,28621,2018-04-18,26
2018041827,28333,2018-04-18,27
2018041828,27933,2018-04-18,28
2018041829,27741,2018-04-18,29
2018041830,27477,2018-04-18,30
2018041831,27694,2018-04-18,31
2018041832,28326,2018-04-18,32
2018041833,29521,2018-04-18,33
2018041834,30812,2018-04-18,34
2018041835,31859,2018-04-18,35
2018041836,32483,2018-04-18,36
2018041837,33129,2018-04-18,37
2018041838,33718,2018-04-18,38
2018041839,33883,2018-04-18,39
2018041840,33930,2018-04-18,40
2018041841,34446,2018-04-18,41
2018041842,34889,2018-04-18,42
2018041843,34056,2018-04-18,43
2018041844,32184,2018-04-18,44
2018041845,30284,2018-04-18,45
2018041846,28201,2018-04-18,46
2018041847,26225,2018-04-18,47
2018041848,25579,2018-04-18,48
2018041901,24608,2018-04-19,1
2018041902,24260,2018-04-19,2
2018041903,24058,2018-04-19,3
2018041904,24278,2018-04-19,4
2018041905,23985,2018-04-19,5
2018041906,23283,2018-04-19,6
2018041907,23034,2018-04-19,7
2018041908,22735,2018-04-19,8
2018041909,23090,2018-04-19,9
2018041910,23508,2018-04-19,10
2018041911,24506,2018-04-19,11
2018041912,25749,2018-04-19,12
2018041913,27343,2018-04-19,13
2018041914,29526,2018-04-19,14
2018041915,32580,2018-04-19,15
2018041916,33808,2018-04-19,16
2018041917,33873,2018-04-19,17
2018041918,33237,2018-04-19,18
2018041919,33072,2018-04-19,19
2018041920,32567,2018-04-19,20
2018041921,31994,2018-04-19,21
2018041922,31430,2018-04-19,22
2018041923,30994,2018-04-19,23
2018041924,30784,2018-04-19,24
2018041925,30529,2018-04-19,25
2018041926,30341,2018-04-19,26
2018041927,30088,2018-04-19,27
2018041928,29873,2018-04-19,28
2018041929,29906,2018-04-19,29
2018041930,29907,2018-04-19,30
2018041931,30047,2018-04-19,31
2018041932,30829,2018-04-19,32
2018041933,31974,2018-04-19,33
2018041934,33047,2018-04-19,34
2018041935,33971,2018-04-19,35
2018041936,34652,2018-04-19,36
2018041937,35215,2018-04-19,37
2018041938,35583,2018-04-19,38
2018041939,35523,2018-04-19,39
2018041940,35744,2018-04-19,40
2018041941,35933,2018-04-19,41
2018041942,36477,2018-04-19,42
2018041943,35672,2018-04-19,43
2018041944,34137,2018-04-19,44
2018041945,32328,2018-04-19,45
2018041946,30123,2018-04-19,46
2018041947,27843,2018-04-19,47
2018041948,26624,2018-04-19,48
2018042001,25755,2018-04-20,1
2018042002,25473,2018-04-20,2
2018042003,25159,2018-04-20,3
2018042004,25099,2018-04-20,4
2018042005,24742,2018-04-20,5
2018042006,24444,2018-04-20,6
2018042007,24098,2018-04-20,7
2018042008,24095,2018-04-20,8
2018042009,24099,2018-04-20,9
2018042010,24126,2018-04-20,10
2018042011,24641,2018-04-20,11
2018042012,25645,2018-04-20,12
2018042013,27194,2018-04-20,13
2018042014,29255,2018-04-20,14
2018042015,32273,2018-04-20,15
2018042016,33812,2018-04-20,16
2018042017,34264,2018-04-20,17
2018042018,33830,2018-04-20,18
2018042019,33473,2018-04-20,19
2018042020,32765,2018-04-20,20
2018042021,32164,2018-04-20,21
2018042022,31526,2018-04-20,22
2018042023,30573,2018-04-20,23
2018042024,29860,2018-04-20,24
2018042025,29249,2018-04-20,25
2018042026,28482,2018-04-20,26
2018042027,27971,2018-04-20,27
2018042028,27484,2018-04-20,28
2018042029,27375,2018-04-20,29
2018042030,27324,2018-04-20,30
2018042031,27258,2018-04-20,31
2018042032,27988,2018-04-20,32
2018042033,29048,2018-04-20,33
2018042034,30192,2018-04-20,34
2018042035,31256,2018-04-20,35
2018042036,31963,2018-04-20,36
2018042037,32458,2018-04-20,37
2018042038,33062,2018-04-20,38
2018042039,33247,2018-04-20,39
2018042040,33430,2018-04-20,40
2018042041,33624,2018-04-20,41
2018042042,34466,2018-04-20,42
2018042043,33627,2018-04-20,43
2018042044,32176,2018-04-20,44
2018042045,30793,2018-04-20,45
2018042046,28984,2018-04-20,46
2018042047,27173,2018-04-20,47
2018042048,25715,2018-04-20,48
2018042101,25230,2018-04-21,1
2018042102,25043,2018-04-21,2
2018042103,24948,2018-04-21,3
2018042104,24787,2018-04-21,4
2018042105,24273,2018-04-21,5
2018042106,23872,2018-04-21,6
2018042107,23576,2018-04-21,7
2018042108,23330,2018-04-21,8
2018042109,23264,2018-04-21,9
2018042110,23241,2018-04-21,10
2018042111,23413,2018-04-21,11
2018042112,23515,2018-04-21,12
2018042113,24214,2018-04-21,13
2018042114,24390,2018-04-21,14
2018042115,25543,2018-04-21,15
2018042116,26605,2018-04-21,16
2018042117,27798,2018-04-21,17
2018042118,28215,2018-04-21,18
2018042119,28427,2018-04-21,19
2018042120,28229,2018-04-21,20
2018042121,27789,2018-04-21,21
2018042122,27369,2018-04-21,22
2018042123,26889,2018-04-21,23
2018042124,26413,2018-04-21,24
2018042125,25825,2018-04-21,25
2018042126,25321,2018-04-21,26
2018042127,24817,2018-04-21,27
2018042128,24423,2018-04-21,28
2018042129,24137,2018-04-21,29
2018042130,24176,2018-04-21,30
2018042131,24524,2018-04-21,31
2018042132,25175,2018-04-21,32
2018042133,26012,2018-04-21,33
2018042134,27129,2018-04-21,34
2018042135,28155,2018-04-21,35
2018042136,28535,2018-04-21,36
2018042137,29274,2018-04-21,37
2018042138,29383,2018-04-21,38
2018042139,29733,2018-04-21,39
2018042140,29800,2018-04-21,40
2018042141,29993,2018-04-21,41
2018042142,30454,2018-04-21,42
2018042143,30062,2018-04-21,43
2018042144,29034,2018-04-21,44
2018042145,27721,2018-04-21,45
2018042146,26201,2018-04-21,46
2018042147,24460,2018-04-21,47
2018042148,23320,2018-04-21,48
2018042201,22523,2018-04-22,1
2018042202,21923,2018-04-22,2
2018042203,21698,2018-04-22,3
2018042204,22178,2018-04-22,4
2018042205,22277,2018-04-22,5
2018042206,21787,2018-04-22,6
2018042207,21331,2018-04-22,7
2018042208,20696,2018-04-22,8
2018042209,20612,2018-04-22,9
2018042210,20548,2018-04-22,10
2018042211,20810,2018-04-22,11
2018042212,20820,2018-04-22,12
2018042213,21166,2018-04-22,13
2018042214,21786,2018-04-22,14
2018042215,22160,2018-04-22,15
2018042216,22370,2018-04-22,16
2018042217,23301,2018-04-22,17
2018042218,24052,2018-04-22,18
2018042219,24755,2018-04-22,19
2018042220,25134,2018-04-22,20
2018042221,25364,2018-04-22,21
2018042222,25103,2018-04-22,22
2018042223,25218,2018-04-22,23
2018042224,25274,2018-04-22,24
2018042225,25269,2018-04-22,25
2018042226,25415,2018-04-22,26
2018042227,25282,2018-04-22,27
2018042228,24789,2018-04-22,28
2018042229,24569,2018-04-22,29
2018042230,24466,2018-04-22,30
2018042231,24691,2018-04-22,31
2018042232,25115,2018-04-22,32
2018042233,25929,2018-04-22,33
2018042234,26830,2018-04-22,34
2018042235,27654,2018-04-22,35
2018042236,28124,2018-04-22,36
2018042237,28530,2018-04-22,37
2018042238,29037,2018-04-22,38
2018042239,29536,2018-04-22,39
2018042240,29585,2018-04-22,40
2018042241,30048,2018-04-22,41
2018042242,30517,2018-04-22,42
2018042243,30203,2018-04-22,43
2018042244,28786,2018-04-22,44
2018042245,27193,2018-04-22,45
2018042246,25226,2018-04-22,46
2018042247,23410,2018-04-22,47
2018042248,21891,2018-04-22,48
2018042301,21543,2018-04-23,1
2018042302,21428,2018-04-23,2
2018042303,21581,2018-04-23,3
2018042304,21644,2018-04-23,4
2018042305,21558,2018-04-23,5
2018042306,21506,2018-04-23,6
2018042307,21284,2018-04-23,7
2018042308,21263,2018-04-23,8
2018042309,21230,2018-04-23,9
2018042310,21391,2018-04-23,10
2018042311,22044,2018-04-23,11
2018042312,22760,2018-04-23,12
2018042313,24397,2018-04-23,13
2018042314,26688,2018-04-23,14
2018042315,29476,2018-04-23,15
2018042316,31201,2018-04-23,16
2018042317,32080,2018-04-23,17
2018042318,31855,2018-04-23,18
2018042319,32006,2018-04-23,19
2018042320,31742,2018-04-23,20
2018042321,31669,2018-04-23,21
2018042322,31345,2018-04-23,22
2018042323,30868,2018-04-23,23
2018042324,30476,2018-04-23,24
2018042325,30353,2018-04-23,25
2018042326,29910,2018-04-23,26
2018042327,29520,2018-04-23,27
2018042328,29234,2018-04-23,28
2018042329,29263,2018-04-23,29
2018042330,29161,2018-04-23,30
2018042331,28973,2018-04-23,31
2018042332,29625,2018-04-23,32
2018042333,30679,2018-04-23,33
2018042334,32077,2018-04-23,34
2018042335,33046,2018-04-23,35
2018042336,33464,2018-04-23,36
2018042337,33643,2018-04-23,37
2018042338,33739,2018-04-23,38
2018042339,33505,2018-04-23,39
2018042340,33299,2018-04-23,40
2018042341,33367,2018-04-23,41
2018042342,33200,2018-04-23,42
2018042343,32418,2018-04-23,43
2018042344,30580,2018-04-23,44
2018042345,28519,2018-04-23,45
2018042346,26478,2018-04-23,46
2018042347,24161,2018-04-23,47
2018042348,22687,2018-04-23,48
2018042401,22423,2018-04-24,1
2018042402,22428,2018-04-24,2
2018042403,22414,2018-04-24,3
2018042404,22719,2018-04-24,4
2018042405,22716,2018-04-24,5
2018042406,22530,2018-04-24,6
2018042407,22365,2018-04-24,7
2018042408,22284,2018-04-24,8
2018042409,22357,2018-04-24,9
2018042410,22537,2018-04-24,10
2018042411,23313,2018-04-24,11
2018042412,24323,2018-04-24,12
2018042413,26427,2018-04-24,13
2018042414,28595,2018-04-24,14
2018042415,31538,2018-04-24,15
2018042416,33388,2018-04-24,16
2018042417,34521,2018-04-24,17
2018042418,34423,2018-04-24,18
2018042419,34792,2018-04-24,19
2018042420,34691,2018-04-24,20
2018042421,34300,2018-04-24,21
2018042422,34356,2018-04-24,22
2018042423,34571,2018-04-24,23
2018042424,34578,2018-04-24,24
2018042425,34874,2018-04-24,25
2018042426,35063,2018-04-24,26
2018042427,35049,2018-04-24,27
2018042428,35187,2018-04-24,28
2018042429,35367,2018-04-24,29
2018042430,35442,2018-04-24,30
2018042431,35727,2018-04-24,31
2018042432,36425,2018-04-24,32
2018042433,36819,2018-04-24,33
2018042434,37529,2018-04-24,34
2018042435,37916,2018-04-24,35
2018042436,37990,2018-04-24,36
2018042437,37916,2018-04-24,37
2018042438,37893,2018-04-24,38
2018042439,37293,2018-04-24,39
2018042440,36673,2018-04-24,40
2018042441,36338,2018-04-24,41
2018042442,36020,2018-04-24,42
2018042443,35106,2018-04-24,43
2018042444,33059,2018-04-24,44
2018042445,30799,2018-04-24,45
2018042446,28373,2018-04-24,46
2018042447,26378,2018-04-24,47
2018042448,24989,2018-04-24,48
2018042501,24252,2018-04-25,1
2018042502,23981,2018-04-25,2
2018042503,23943,2018-04-25,3
2018042504,24250,2018-04-25,4
2018042505,24147,2018-04-25,5
2018042506,23820,2018-04-25,6
2018042507,23510,2018-04-25,7
2018042508,23397,2018-04-25,8
2018042509,23436,2018-04-25,9
2018042510,23695,2018-04-25,10
2018042511,24310,2018-04-25,11
2018042512,25051,2018-04-25,12
2018042513,26827,2018-04-25,13
2018042514,29162,2018-04-25,14
2018042515,32057,2018-04-25,15
2018042516,32861,2018-04-25,16
2018042517,32716,2018-04-25,17
2018042518,31917,2018-04-25,18
2018042519,31724,2018-04-25,19
2018042520,31465,2018-04-25,20
2018042521,31131,2018-04-25,21
2018042522,31272,2018-04-25,22
2018042523,30920,2018-04-25,23
2018042524,30604,2018-04-25,24
2018042525,30378,2018-04-25,25
2018042526,29820,2018-04-25,26
2018042527,29693,2018-04-25,27
2018042528,29329,2018-04-25,28
2018042529,29119,2018-04-25,29
2018042530,28959,2018-04-25,30
2018042531,28835,2018-04-25,31
2018042532,29683,2018-04-25,32
2018042533,31232,2018-04-25,33
2018042534,32216,2018-04-25,34
2018042535,32648,2018-04-25,35
2018042536,32921,2018-04-25,36
2018042537,33328,2018-04-25,37
2018042538,33576,2018-04-25,38
2018042539,33723,2018-04-25,39
2018042540,33506,2018-04-25,40
2018042541,33840,2018-04-25,41
2018042542,34015,2018-04-25,42
2018042543,33626,2018-04-25,43
2018042544,31967,2018-04-25,44
2018042545,30001,2018-04-25,45
2018042546,27766,2018-04-25,46
2018042547,25581,2018-04-25,47
2018042548,24022,2018-04-25,48
2018042601,23380,2018-04-26,1
2018042602,23046,2018-04-26,2
2018042603,22990,2018-04-26,3
2018042604,23334,2018-04-26,4
2018042605,23443,2018-04-26,5
2018042606,23245,2018-04-26,6
2018042607,23162,2018-04-26,7
2018042608,23003,2018-04-26,8
2018042609,23094,2018-04-26,9
2018042610,23062,2018-04-26,10
2018042611,23774,2018-04-26,11
2018042612,24304,2018-04-26,12
2018042613,25977,2018-04-26,13
2018042614,28032,2018-04-26,14
2018042615,30978,2018-04-26,15
2018042616,31985,2018-04-26,16
2018042617,31849,2018-04-26,17
2018042618,31112,2018-04-26,18
2018042619,31044,2018-04-26,19
2018042620,30537,2018-04-26,20
2018042621,30045,2018-04-26,21
2018042622,29880,2018-04-26,22
2018042623,30183,2018-04-26,23
2018042624,29927,2018-04-26,24
2018042625,29816,2018-04-26,25
2018042626,29328,2018-04-26,26
2018042627,28978,2018-04-26,27
2018042628,28423,2018-04-26,28
2018042629,28314,2018-04-26,29
2018042630,28064,2018-04-26,30
2018042631,28334,2018-04-26,31
2018042632,29148,2018-04-26,32
2018042633,30226,2018-04-26,33
2018042634,31467,2018-04-26,34
2018042635,32604,2018-04-26,35
2018042636,33205,2018-04-26,36
2018042637,33872,2018-04-26,37
2018042638,34585,2018-04-26,38
2018042639,35008,2018-04-26,39
2018042640,35281,2018-04-26,40
2018042641,35462,2018-04-26,41
2018042642,35767,2018-04-26,42
2018042643,35508,2018-04-26,43
2018042644,34195,2018-04-26,44
2018042645,32553,2018-04-26,45
2018042646,30181,2018-04-26,46
2018042647,28135,2018-04-26,47
2018042648,26568,2018-04-26,48
2018042701,25893,2018-04-27,1
2018042702,25748,2018-04-27,2
2018042703,25607,2018-04-27,3
2018042704,25827,2018-04-27,4
2018042705,25765,2018-04-27,5
2018042706,25427,2018-04-27,6
2018042707,25351,2018-04-27,7
2018042708,25201,2018-04-27,8
2018042709,25325,2018-04-27,9
2018042710,25465,2018-04-27,10
2018042711,26150,2018-04-27,11
2018042712,26679,2018-04-27,12
2018042713,28541,2018-04-27,13
2018042714,30918,2018-04-27,14
2018042715,34261,2018-04-27,15
2018042716,36585,2018-04-27,16
2018042717,37719,2018-04-27,17
2018042718,37789,2018-04-27,18
2018042719,38452,2018-04-27,19
2018042720,38407,2018-04-27,20
2018042721,38198,2018-04-27,21
2018042722,38205,2018-04-27,22
2018042723,38088,2018-04-27,23
2018042724,37909,2018-04-27,24
2018042725,37748,2018-04-27,25
2018042726,37621,2018-04-27,26
2018042727,37614,2018-04-27,27
2018042728,37306,2018-04-27,28
2018042729,37092,2018-04-27,29
2018042730,36620,2018-04-27,30
2018042731,36337,2018-04-27,31
2018042732,36665,2018-04-27,32
2018042733,37119,2018-04-27,33
2018042734,37598,2018-04-27,34
2018042735,37698,2018-04-27,35
2018042736,37624,2018-04-27,36
2018042737,37555,2018-04-27,37
2018042738,37226,2018-04-27,38
2018042739,36871,2018-04-27,39
2018042740,36435,2018-04-27,40
2018042741,36213,2018-04-27,41
